Ordered_Tag,Tag_Num,Block,Plot,Plot_Code,Treatment,SubPlot,Position,Site,Mother,Mother_Code,Notes,Trip,Months_Since_Planting,Trip_Date,Date_Deci,Alive,Green,Height,Leaf_Number,Fv.Fm,Soil_Moisture,Total_B,Total_ABG,Root_Weight,ABG_Weight,SLA_Weight,N_SLA_Leaves,Total_Leaf_Area,LA_per_leaf,SLA,ID.fact,Mother.f,Mother_Code.f,Site_Name,Total_B_log,Total_ABG.log,Root_Weight_log,SLA.sq
4058,57,A,8,8,A,A8A,No,pass,2,12,Good,11,25,Apr-16,42461,1,1,26,5,0.785,36.4,0.1221,0.0568,0.0653,0.0281,0.0287,3,2.438,0.812666667,84.94773519,57,2,12,Charlotte Pass,-2.102914898,-2.868218953,-2.728763243,9.216709564
4062,58,A,8,8,W,A8W,No,pass,2,12,Good,11,25,Apr-16,42461,1,1,40,4,0.816,24.2,0.2238,0.1347,0.0891,0.0765,0.0582,3,4.456,1.485333333,76.56357388,58,2,12,Charlotte Pass,-1.497002483,-2.004705196,-2.417995945,8.750061364
4071,66,A,9,9,A,A9A,So,pass,10,20,Good,11,25,Apr-16,42461,1,1,30,3,0.751,40.3,0.1278,0.0738,0.054,0.0351,0.0387,3,4.36,1.453333333,112.6614987,66,10,20,Charlotte Pass,-2.057288737,-2.606396547,-2.918771232,10.61421211
4077,76,A,10,10,W,A10W,Ea,hut,2,32,Good,11,25,Apr-16,42461,1,1,36,4,0.821,36.8,0.0744,0.0421,0.0323,0.0263,0.0158,3,1.309,0.436333333,82.84810127,76,2,32,Seamans Hut,-2.598299337,-3.167707538,-3.432688049,9.102093236
4081,85,B,1,11,A,B1A,Ea,river,9,29,Good,11,25,Apr-16,42461,1,1,18,6,0.783,38.7,0.1026,0.0508,0.0518,0.0279,0.0229,3,1.714,0.571333333,74.84716157,85,9,29,Snowy River,-2.276917346,-2.979858924,-2.96036513,8.651425407
4087,82,B,1,11,W,B1W,So,pass,2,12,Good,11,25,Apr-16,42461,1,1,70,8,0.816,35.2,0.4225,0.2009,0.2216,0.118,0.0829,3,7.526,2.508666667,90.7840772,82,2,12,Charlotte Pass,-0.861565832,-1.604948007,-1.506881324,9.528067863
4088,88,B,1,11,W,B1W,We,kosi,6,6,Good,11,25,Apr-16,42461,1,1,40,6,0.831,35.2,0.1795,0.0999,0.0796,0.0574,0.0425,3,3.536,1.178666667,83.2,88,6,6,Kosciuszko Summitt,-1.717580071,-2.303585593,-2.530741186,9.121403401
4089,95,B,2,12,A,B2A,Ea,kosi,4,4,Good,11,25,Apr-16,42461,1,1,42,5,0.814,33.7,0.4583,0.2586,0.1997,0.1343,0.1243,3,10.858,3.619333333,87.3531778,95,4,4,Kosciuszko Summitt,-0.780231287,-1.352472813,-1.610939039,9.346292195
4093,96,B,2,12,W,B2W,Ea,kosi,4,4,Good,11,25,Apr-16,42461,1,1,57,7,0.717,24.2,0.6638,0.4189,0.2449,0.272,0.1469,3,10.459,3.486333333,71.19809394,96,4,4,Kosciuszko Summitt,-0.40977438,-0.870123051,-1.406905315,8.437896298
4098,101,B,3,13,W,B3W,No,river,4,24,Good,11,25,Apr-16,42461,1,1,85,4,0.817,21,0.1106,0.0818,0.0288,0.0271,0.0547,3,4.692,1.564,85.77696527,101,4,24,Snowy River,-2.20183519,-2.503478035,-3.547379892,9.261585462
4099,99,B,3,13,W,B3W,So,hut,10,40,Good,11,25,Apr-16,42461,1,1,81,6,0.705,21,1.4038,1.1357,0.2681,0.7656,0.3701,3,24.227,8.075666667,65.4606863,99,10,40,Seamans Hut,0.339182845,0.127249201,-1.316395234,8.090777855
4100,97,B,3,13,W,B3W,We,pass,3,13,Good,11,25,Apr-16,42461,1,1,93,7,0.812,21,1.2571,0.938,0.3191,0.541,0.397,3,28.605,9.535,72.05289673,97,3,13,Charlotte Pass,0.228807481,-0.06400533,-1.142250746,8.488397772
4101,104,B,3,13,A,B3A,Ea,kosi,3,3,Good,11,25,Apr-16,42461,1,0,NA,NA,0.806,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,3,3,Kosciuszko Summitt,NA,NA,NA,NA
4102,102,B,3,13,A,B3A,No,river,4,24,Good,11,25,Apr-16,42461,1,1,49,6,0.812,32.4,0.1418,0.1113,0.0305,0.1,0.0113,3,0.957,0.319,84.69026549,102,4,24,Snowy River,-1.953337665,-2.195526021,-3.490028595,9.202731415
4104,98,B,3,13,A,B3A,We,pass,3,13,Good,11,25,Apr-16,42461,1,1,49,7,0.785,32.4,1.0498,0.6832,0.3666,0.4089,0.2743,3,21.187,7.062333333,77.2402479,98,3,13,Charlotte Pass,0.04859967,-0.380967637,-1.003483944,8.788643121
4105,105,B,4,14,A,B4A,Ea,pass,5,15,Good,11,25,Apr-16,42461,1,1,47,4,0.818,22.6,0.2908,0.142,0.1488,0.0704,0.0716,3,5.907,1.969,82.5,105,5,15,Charlotte Pass,-1.235119533,-1.951928221,-1.905152157,9.082951062
4109,106,B,4,14,W,B4W,Ea,pass,5,15,Good,11,25,Apr-16,42461,1,1,44,5,0.819,37.7,0.1058,0.07,0.0358,0.0342,0.0358,3,2.927,0.975666667,81.75977654,106,5,15,Charlotte Pass,-2.24620476,-2.659260037,-3.329807386,9.042111288
4116,113,B,5,15,W,B5W,We,pass,7,17,Good,11,25,Apr-16,42461,1,1,48,7,0.781,43.6,0.2114,0.1185,0.0929,0.0632,0.0553,3,4.278,1.426,77.35985533,113,7,17,Charlotte Pass,-1.554003206,-2.132842318,-2.376231633,8.795445147
4119,116,B,5,15,A,B5A,So,hut,6,36,Good,11,25,Apr-16,42461,1,0,25,2,0.737,48.6,0.1175,0.0461,0.0714,0.0251,0.021,2,1.25,0.625,59.52380952,116,6,36,Seamans Hut,-2.141316945,-3.076942329,-2.63945741,7.715167498
4121,127,B,6,16,W,B6W,Ea,kosi,5,5,Good,11,25,Apr-16,42461,1,1,67,4,0.786,43.5,0.2391,0.1867,0.0524,0.1081,0.0786,3,6.888,2.296,87.63358779,127,5,5,Kosciuszko Summitt,-1.430873405,-1.678252228,-2.948848688,9.361281311
4122,121,B,6,16,W,B6W,No,pass,8,18,Good,11,25,Apr-16,42461,1,1,81,6,0.783,43.5,0.3869,0.2846,0.1023,0.1537,0.1309,3,10.798,3.599333333,82.49045073,121,8,18,Charlotte Pass,-0.949589017,-1.256670593,-2.279845606,9.082425377
4123,123,B,6,16,W,B6W,So,hut,9,39,Good,11,25,Apr-16,42461,1,1,60,4,0.744,43.5,0.3594,0.2701,0.0893,0.1629,0.1072,3,6.818,3.409,63.60074627,123,9,39,Seamans Hut,-1.023319305,-1.308963018,-2.415753791,7.975007603
4125,128,B,6,16,A,B6A,Ea,kosi,5,5,Good,11,25,Apr-16,42461,1,1,35,6,0.814,47.6,0.1248,0.0728,0.052,0.0383,0.0345,3,2.994,0.998,86.7826087,128,5,5,Kosciuszko Summitt,-2.081042823,-2.620039324,-2.95651156,9.315718367
4126,122,B,6,16,A,B6A,No,pass,8,18,Good,11,25,Apr-16,42461,1,1,40,2,0.715,47.6,0.0566,0.0363,0.0203,0.0132,0.0231,2,2.091,1.0455,90.51948052,122,8,18,Charlotte Pass,-2.871746294,-3.315937538,-3.897134393,9.514172614
4127,124,B,6,16,A,B6A,So,hut,9,39,Good,11,25,Apr-16,42461,1,0,18,4,0.713,47.6,0.0547,0.0203,0.0344,0.0121,0.0082,2,0.524,0.262,63.90243902,124,9,39,Seamans Hut,-2.90589157,-3.897134393,-3.369698715,7.993900113
4128,126,B,6,16,A,B6A,We,river,3,23,Good,11,25,Apr-16,42461,1,1,41,3,0.819,47.6,0.2109,0.1369,0.074,0.0823,0.0546,2,4.394,2.197,80.47619048,126,3,23,Snowy River,-1.556371191,-1.988504547,-2.603690186,8.970852272
4129,135,B,7,17,W,B7W,Ea,kosi,10,10,Good,11,25,Apr-16,42461,1,1,30,4,0.713,63.3,0.0862,0.0641,0.0221,0.0408,0.0233,2,1.561,0.7805,66.99570815,135,10,10,Kosciuszko Summitt,-2.451085101,-2.747310915,-3.81217767,8.185090601
4131,129,B,7,17,W,B7W,So,pass,1,11,Good,11,25,Apr-16,42461,1,0,56,6,0.699,63.3,0.4871,0.3155,0.1716,0.1786,0.1369,3,9.317,3.105666667,68.05697589,129,1,11,Charlotte Pass,-0.719285838,-1.153596597,-1.762589092,8.249665199
4136,132,B,7,17,A,B7A,We,hut,1,31,Good,11,25,Apr-16,42461,1,1,24,5,0.741,42.4,0.1244,0.087,0.0374,0.0493,0.0377,3,2.408,0.802666667,63.87267905,132,1,31,Seamans Hut,-2.084253099,-2.44184716,-3.286084575,7.992038479
4138,143,B,8,18,A,B8A,No,kosi,8,8,Good,11,25,Apr-16,42461,1,1,17,5,0.792,39.4,0.0817,0.032,0.0497,0.0176,0.0144,3,1.042,0.347333333,72.36111111,143,8,8,Kosciuszko Summitt,-2.504701277,-3.442019376,-3.001750346,8.506533437
4139,139,B,8,18,A,B8A,So,hut,8,38,Good,11,25,Apr-16,42461,1,1,31,5,0.762,39.4,0.3931,0.2164,0.1767,0.1275,0.0889,3,6.338,2.112666667,71.2935883,139,8,38,Seamans Hut,-0.933691247,-1.530626732,-1.7333019,8.443553061
4143,140,B,8,18,W,B8W,So,hut,8,38,Good,11,25,Apr-16,42461,1,1,21,3,0.683,44.6,0.1472,0.0531,0.0941,0.028,0.0251,3,1.948,0.649333333,77.60956175,140,8,38,Seamans Hut,-1.915963073,-2.935578351,-2.363397232,8.809628922
4145,149,B,9,19,W,B9W,Ea,river,1,21,Good,11,25,Apr-16,42461,1,1,21,4,0.757,37.4,0.1809,0.0871,0.0938,0.0667,0.0204,2,1.228,0.614,60.19607843,149,1,21,Snowy River,-1.709810887,-2.440698395,-2.366590423,7.758613177
4149,150,B,9,19,A,B9A,Ea,river,1,21,Good,11,25,Apr-16,42461,1,1,41,4,0.764,40.4,0.2843,0.163,0.1213,0.0793,0.0837,3,5.438,1.812666667,64.97013142,150,1,21,Snowy River,-1.25772526,-1.814005078,-2.109488463,8.060405165
4152,152,B,9,19,A,B9A,We,kosi,9,9,Good,11,25,Apr-16,42461,1,0,17,3,0.669,40.4,0.0797,0.0294,0.0503,0.0259,0.0035,1,0.295,0.295,84.28571429,152,9,9,Kosciuszko Summitt,-2.529485693,-3.526760605,-2.989750202,9.180725151
4154,159,B,10,20,A,B10A,No,kosi,2,2,Good,11,25,Apr-16,42461,1,1,21,4,0.783,43.8,0.1694,0.0561,0.1133,0.0264,0.0297,3,2.381,0.793666667,80.16835017,159,2,2,Kosciuszko Summitt,-1.775492497,-2.880619466,-2.177716111,8.953678025
4161,167,C,1,21,A,C1A,Ea,kosi,9,9,Good,11,25,Apr-16,42461,1,1,37,6,0.741,11.5,0.5729,0.2756,0.2973,0.1713,0.1043,3,7.86,2.62,75.35953979,167,9,9,Kosciuszko Summitt,-0.557044098,-1.28880474,-1.213013549,8.680987259
4165,168,C,1,21,W,C1W,Ea,kosi,9,9,Good,11,25,Apr-16,42461,1,1,NA,NA,NA,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,9,9,Kosciuszko Summitt,NA,NA,NA,NA
4185,187,C,4,24,W,C4W,Ea,hut,5,35,Good,11,25,Apr-16,42461,1,1,51,11,0.825,16.3,1.1272,0.7954,0.3318,0.5745,0.2209,3,16.398,5.466,74.23268447,187,5,35,Seamans Hut,0.119736682,-0.228910146,-1.103222901,8.615839162
4190,192,C,4,24,A,C4A,No,kosi,6,6,Good,11,25,Apr-16,42461,1,1,54,8,0.803,21.8,0.3849,0.2642,0.1207,0.1578,0.1064,3,8.696,2.898666667,81.72932331,192,6,6,Kosciuszko Summitt,-0.954771719,-1.331048887,-2.114447151,9.040427164
4191,190,C,4,24,A,C4A,So,river,5,25,Good,11,25,Apr-16,42461,1,1,37,8,0.807,21.8,1.1119,0.6164,0.4955,0.4093,0.2071,3,15.19,5.063333333,73.34620956,190,5,25,Snowy River,0.106070264,-0.483859176,-0.702187925,8.564240162
4194,195,C,5,25,W,C5W,No,hut,10,40,Good,11,25,Apr-16,42461,1,1,35,5,0.814,11.3,0.4712,0.2817,0.1895,0.1739,0.1078,3,8.949,2.983,83.0148423,195,10,40,Seamans Hut,-0.752472647,-1.266912604,-1.663366254,9.11124812
4197,198,C,5,25,A,C5A,Ea,river,9,29,Good,11,25,Apr-16,42461,1,1,40,6,0.811,16.6,0.4774,0.3405,0.1369,0.224,0.1165,3,8.244,2.748,70.7639485,198,9,29,Snowy River,-0.739400565,-1.077340153,-1.988504547,8.412131032
4198,196,C,5,25,A,C5A,No,hut,10,40,Good,11,25,Apr-16,42461,1,1,72,4,0.828,16.6,0.1385,0.0946,0.0439,0.0524,0.0422,2,3.529,1.7645,83.62559242,196,10,40,Seamans Hut,-1.976884953,-2.358097803,-3.125840959,9.144702971
4202,205,C,6,26,A,C6A,No,river,3,23,Good,11,25,Apr-16,42461,1,0,29,6,0.812,19.3,0.9512,0.7221,0.2291,0.1201,0.602,3,4.851,1.617,8.058139535,205,3,23,Snowy River,-0.050030934,-0.325591646,-1.47359669,2.838686234
4206,206,C,6,26,W,C6W,No,river,3,23,Good,11,25,Apr-16,42461,1,1,42,6,0.811,8,0.8919,0.4867,0.4052,0.2729,0.2138,3,14.984,4.994666667,70.08419083,206,3,23,Snowy River,-0.11440126,-0.720107362,-0.903374507,8.371630118
4209,215,C,7,27,A,C7A,Ea,kosi,4,4,Good,11,25,Apr-16,42461,1,1,47,6,0.752,28.2,1.3537,0.7592,0.5945,0.4464,0.3128,3,20.325,6.775,64.97762148,215,4,4,Kosciuszko Summitt,0.302841584,-0.275490032,-0.520034563,8.060869772
4212,209,C,7,27,A,C7A,We,pass,1,11,Good,11,25,Apr-16,42461,1,1,44,6,0.77,28.2,0.8842,0.475,0.4092,0.287,0.188,3,14.729,4.909666667,78.34574468,209,1,11,Charlotte Pass,-0.123071998,-0.744440475,-0.893551245,8.851313161
4218,217,C,8,28,W,C8W,No,pass,3,13,Good,11,25,Apr-16,42461,1,1,NA,NA,0.814,18.4,0.5989,0.4208,0.1781,0.2343,0.1865,3,13.48,4.493333333,72.27882038,217,3,13,Charlotte Pass,-0.51266064,-0.865597618,-1.725410089,8.501695147
4227,229,C,9,29,A,C9A,So,river,8,28,Good,11,25,Apr-16,42461,1,1,60,8,0.81,14.3,2.5489,1.8244,0.7245,1.2286,0.5958,3,25.636,8.545333333,43.0278617,229,8,28,Snowy River,0.935661894,0.601251166,-0.322273517,6.559562615
4231,230,C,9,29,W,C9W,So,river,8,28,Good,11,25,Apr-16,42461,1,1,47,5,0.829,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,8,28,Snowy River,NA,NA,NA,NA
4237,238,C,10,30,A,C10A,Ea,river,4,24,Good,11,25,Apr-16,42461,1,1,34,5,0.763,24.5,0.3769,0.2291,0.1478,0.1484,0.0807,3,6.256,2.085333333,77.52168525,238,4,24,Snowy River,-0.975775379,-1.47359669,-1.91189527,8.804639984
4238,240,C,10,30,A,C10A,No,kosi,8,8,Good,11,25,Apr-16,42461,1,1,28,5,0.822,24.5,0.3608,0.2446,0.1162,0.154,0.0906,3,4.576,2.288,50.50772627,240,8,8,Kosciuszko Summitt,-1.019431491,-1.408131056,-2.152442435,7.106878799
4240,236,C,10,30,A,C10A,We,hut,7,37,Good,11,25,Apr-16,42461,1,1,45,7,0.754,24.5,0.7365,0.5181,0.2184,0.3234,0.1947,3,8.387,4.1935,43.07652799,236,7,37,Seamans Hut,-0.305846043,-0.657587005,-1.521427035,6.563271135
4253,250,D,2,32,W,D2W,Ea,pass,2,12,Good,11,25,Apr-16,42461,1,1,50,4,0.773,24.5,0.6041,0.4352,0.1689,0.2367,0.1985,3,15.094,5.031333333,76.04030227,250,2,12,Charlotte Pass,-0.504015532,-0.831949583,-1.778448455,8.720109074
4258,261,D,3,33,A,D3A,No,river,3,23,Good,11,25,Apr-16,42461,1,1,22,NA,0.818,19.3,1.5167,0.634,0.8827,0.4775,0.1565,3,11.764,3.921333333,75.16932907,261,3,23,Snowy River,0.416536922,-0.455706325,-0.124769887,8.670024744
4259,263,D,3,33,A,D3A,So,kosi,4,4,Good,11,25,Apr-16,42461,1,1,59,NA,0.773,19.3,2.444,1.5215,0.9225,1.0263,0.4952,3,35.836,11.94533333,72.36672052,263,4,4,Kosciuszko Summitt,0.893636041,0.41969669,-0.080667903,8.506863142
4271,270,D,4,34,A,D4A,So,river,8,28,Good,11,25,Apr-16,42461,1,1,29,5,0.764,34.8,0.5884,0.2559,0.3325,0.1275,0.1284,3,8.251,2.750333333,64.26012461,270,8,28,Snowy River,-0.53034829,-1.362968536,-1.101115419,8.016241302
4277,280,D,5,35,A,D5A,Ea,kosi,2,2,Good,11,25,Apr-16,42461,1,1,31,6,0.798,14,1.1026,0.4095,0.6931,0.2847,0.1248,3,9.071,3.023666667,72.68429487,280,2,2,Kosciuszko Summitt,0.097671027,-0.892818376,-0.36658099,8.525508482
4279,278,D,5,35,A,D5A,So,river,4,24,Good,11,25,Apr-16,42461,1,1,56,5,0.819,14,1.235,0.7011,0.5339,0.4214,0.2797,3,19.339,NA,69.14193779,278,4,24,Snowy River,0.21107097,-0.355104749,-0.627546723,8.315163125
4310,306,D,9,39,A,D9A,No,pass,5,15,Good,11,25,Apr-16,42461,1,0,40,6,0.788,22,0.6119,0.3277,0.2842,0.2328,0.0949,3,7.022,2.340666667,73.99367756,306,5,15,Charlotte Pass,-0.491186409,-1.115656723,-1.258077063,8.601957775
4311,308,D,9,39,A,D9A,So,hut,2,32,Good,11,25,Apr-16,42461,1,1,32,4,0.684,22,0.5164,0.2468,0.2696,0.1163,0.1305,3,8.851,2.950333333,67.82375479,308,2,32,Seamans Hut,-0.66087362,-1.399176987,-1.3108159,8.235517882
4322,325,E,1,41,A,E1A,No,river,3,23,Good,11,25,Apr-16,42461,1,1,47,5,0.784,27.1,1.0622,0.6671,0.3951,0.31,0.3571,3,20.044,6.681333333,56.12993559,325,3,23,Snowy River,0.060342229,-0.404815319,-0.928616382,7.49199143
4329,333,E,2,42,A,E2A,Ea,river,1,21,Good,11,25,Apr-16,42461,1,1,30,5,0.774,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,1,21,Snowy River,NA,NA,NA,NA
4332,335,E,2,42,A,E2A,We,kosi,9,9,Good,11,25,Apr-16,42461,1,1,41,6,0.78,23.2,0.7971,0.4206,0.3765,0.2334,0.1872,3,13.524,4.508,72.24358974,335,9,9,Kosciuszko Summitt,-0.226775138,-0.866073016,-0.976837232,8.499622918
4337,337,E,3,43,W,E3W,Ea,pass,3,13,Good,11,25,Apr-16,42461,1,1,50,7,0.8,44,1.4866,0.9156,0.571,0.5883,0.3273,3,23.41,7.803333333,71.52459517,337,3,13,Charlotte Pass,0.396491633,-0.088175691,-0.560366069,8.45722148
4341,338,E,3,43,A,E3A,Ea,pass,3,13,Good,11,25,Apr-16,42461,1,1,31,6,0.699,35.7,0.3407,0.1725,0.1682,0.1002,0.0723,3,6.289,2.096333333,86.98478562,338,3,13,Charlotte Pass,-1.076752954,-1.757358043,-1.782601531,9.326563441
4342,344,E,3,43,A,E3A,No,kosi,6,6,Good,11,25,Apr-16,42461,1,1,25,4,0.749,35.7,0.2395,0.1175,0.122,0.0598,0.0577,3,4.281,1.427,74.19410745,344,6,6,Kosciuszko Summitt,-1.429201862,-2.141316945,-2.103734234,8.613600145
4345,351,E,4,44,W,E4W,Ea,kosi,4,4,Good,11,25,Apr-16,42461,1,1,35,5,0.681,35.1,0.4342,0.2607,0.1735,0.1775,0.0832,2,5.12,2.56,61.53846154,351,4,4,Kosciuszko Summitt,-0.834250022,-1.344384958,-1.75157768,7.844645406
4346,345,E,4,44,W,E4W,No,pass,8,18,Good,11,25,Apr-16,42461,1,1,33,2,0.605,35.1,0.1784,0.0865,0.0919,0.0444,0.0421,2,2.964,1.482,70.40380048,345,8,18,Charlotte Pass,-1.723727059,-2.447610865,-2.38705425,8.390697258
4347,347,E,4,44,W,E4W,So,hut,7,37,Good,11,25,Apr-16,42461,1,1,25,5,0.77,35.1,0.2763,0.1515,0.1248,0.0875,0.064,3,4.596,1.532,71.8125,347,7,37,Seamans Hut,-1.286268047,-1.887169654,-2.081042823,8.474225628
4349,352,E,4,44,A,E4A,Ea,kosi,4,4,Good,11,25,Apr-16,42461,1,1,25,4,0.741,50.4,0.2137,0.0746,0.1391,0.0454,0.0292,3,2.367,0.789,81.06164384,352,4,4,Kosciuszko Summitt,-1.543182117,-2.595614772,-1.97256218,9.003424006
4350,346,E,4,44,A,E4A,No,pass,8,18,Good,11,25,Apr-16,42461,1,1,21,4,0.656,50.4,0.0793,0.0476,0.0317,0.0264,0.0212,3,1.765,0.588333333,83.25471698,346,8,18,Charlotte Pass,-2.53451715,-3.044922518,-3.451438598,9.124402281
4351,348,E,4,44,A,E4A,So,hut,7,37,Good,11,25,Apr-16,42461,1,1,19,5,0.737,50.4,0.3998,0.324,0.0758,0.036,0.288,3,1.886,0.628666667,6.548611111,348,7,37,Seamans Hut,-0.916790857,-1.127011763,-2.579656986,2.559025422
4352,350,E,4,44,A,E4A,We,river,10,30,Good,11,25,Apr-16,42461,1,1,30,6,0.775,50.4,0.4087,0.2209,0.1878,0.1331,0.0878,3,6.321,2.107,71.99316629,350,10,30,Snowy River,-0.894773888,-1.510045169,-1.672377712,8.484878684
4358,356,E,5,45,A,E5A,No,hut,10,40,Good,11,25,Apr-16,42461,1,1,39,4,0.789,37,0.3061,0.1583,0.1478,0.0858,0.0725,3,5.442,1.814,75.06206897,356,10,40,Seamans Hut,-1.183843433,-1.843263312,-1.91189527,8.66383685
4359,358,E,5,45,A,E5A,So,river,8,28,Good,11,25,Apr-16,42461,1,1,18,3,0.704,37,0.1404,0.0602,0.0802,0.0324,0.0278,2,1.639,0.8195,58.95683453,358,8,28,Snowy River,-1.963259787,-2.810082927,-2.523231764,7.678335401
4360,360,E,5,45,A,E5A,We,kosi,2,2,Good,11,25,Apr-16,42461,1,1,43,6,0.805,37,0.9407,0.4788,0.4619,0.282,0.1968,3,12.332,4.110666667,62.66260163,360,2,2,Kosciuszko Summitt,-0.061131,-0.736472305,-0.772406862,7.9159713
4374,376,E,7,47,A,E7A,No,kosi,3,3,Good,11,25,Apr-16,42461,1,1,32,6,0.768,45.2,0.1796,0.0867,0.0929,0.0505,0.0362,3,2.881,0.960333333,79.58563536,376,3,3,Kosciuszko Summitt,-1.717023123,-2.445301395,-2.376231633,8.92107815
4378,383,E,8,48,W,E8W,No,kosi,10,10,Good,11,25,Apr-16,42461,1,1,40,8,0.782,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,10,10,Kosciuszko Summitt,NA,NA,NA,NA
4381,378,E,8,48,A,E8A,Ea,pass,5,15,Good,11,25,Apr-16,42461,1,1,NA,5,0.771,31.9,0.3986,0.2265,0.1721,0.1294,0.0971,3,7.551,2.517,77.76519053,378,5,15,Charlotte Pass,-0.919796871,-1.485010334,-1.759679576,8.818457378
4385,389,E,9,49,W,E9W,Ea,river,9,29,Good,11,25,Apr-16,42461,1,1,17,3,0.722,51.2,0.0941,0.0321,0.062,0.0161,0.016,3,1.137,0.379,71.0625,389,9,29,Snowy River,-2.363397232,-3.438899249,-2.780620894,8.42985765
4388,391,E,9,49,W,E9W,We,kosi,5,5,Good,11,25,Apr-16,42461,1,1,25,6,0.713,51.2,0.2171,0.096,0.1211,0.0563,0.0397,3,3.569,1.189666667,89.89924433,391,5,5,Kosciuszko Summitt,-1.527397202,-2.343407088,-2.111138628,9.481521203
