region ,Family,Species,Dormancy,threatened
WA,Malvaceae,Abutilon cryptopetalum,py,no
WA,Malvaceae,Abutilon oxycarpum,py,no
WA,Fabaceae,Acacia acanthaster,py,no
WA,Fabaceae,Acacia acanthoclada,py,no
WA,Fabaceae,Acacia acellerata,py,no
WA,Fabaceae,Acacia aciphylla,py,no
WA,Fabaceae,Acacia acoma,py,no
WA,Fabaceae,Acacia acuaria,py,no
WA,Fabaceae,Acacia aculeiformis,py,no
WA,Fabaceae,Acacia acuminata,py,no
WA,Fabaceae,Acacia acutata,py,no
WA,Fabaceae,Acacia adnata,py,no
WA,Fabaceae,Acacia aemula,py,no
WA,Fabaceae,Acacia aestivalis,py,no
WA,Fabaceae,Acacia alata,py,no
WA,Fabaceae,Acacia ampliata,py,no
WA,Fabaceae,Acacia amputata,py,no
WA,Fabaceae,Acacia anarthros,py,no
WA,Fabaceae,Acacia anasilla,py,no
WA,Fabaceae,Acacia ancistrophylla,py,no
WA,Fabaceae,Acacia andrewsii,py,no
WA,Fabaceae,Acacia aneura,py,no
WA,Fabaceae,Acacia anfractuosa,py,no
WA,Fabaceae,Acacia anomala,py,yes
WA,Fabaceae,Acacia anthochaera,py,no
WA,Fabaceae,Acacia aphylla,py,yes
WA,Fabaceae,Acacia applanata,py,no
WA,Fabaceae,Acacia aprica,py,yes
WA,Fabaceae,Acacia arcuatilis,py,no
WA,Fabaceae,Acacia argyrophylla,py,no
WA,Fabaceae,Acacia aristulata,py,yes
WA,Fabaceae,Acacia ascendens,py,no
WA,Fabaceae,Acacia ashbyae,py,no
WA,Fabaceae,Acacia aspera,py,no
WA,Fabaceae,Acacia assimilis,py,no
WA,Fabaceae,Acacia ataxiphylla,py,no
WA,Fabaceae,Acacia aulacophylla,py,no
WA,Fabaceae,Acacia auronitens,py,no
WA,Fabaceae,Acacia baileyana,py,no
WA,Fabaceae,Acacia barbinervis,py,no
WA,Fabaceae,Acacia baxteri,py,no
WA,Fabaceae,Acacia beauverdiana,py,no
WA,Fabaceae,Acacia benthamii,py,no
WA,Fabaceae,Acacia bidentata,py,no
WA,Fabaceae,Acacia biflora,py,no
WA,Fabaceae,Acacia blakei,py,no
WA,Fabaceae,Acacia blakelyi,py,no
WA,Fabaceae,Acacia botrydion,py,no
WA,Fabaceae,Acacia brachyclada,py,no
WA,Fabaceae,Acacia brachyphylla,py,no
WA,Fabaceae,Acacia brachypoda,py,yes
WA,Fabaceae,Acacia brachystachya,py,no
WA,Fabaceae,Acacia browniana,py,no
WA,Fabaceae,Acacia brumalis,py,no
WA,Fabaceae,Acacia burkittii,py,no
WA,Fabaceae,Acacia caesaneura,py,no
WA,Fabaceae,Acacia caesariata,py,yes
WA,Fabaceae,Acacia camptoclada,py,no
WA,Fabaceae,Acacia campylophylla,py,no
WA,Fabaceae,Acacia carens,py,no
WA,Fabaceae,Acacia cassicula,py,no
WA,Fabaceae,Acacia cavealis,py,no
WA,Fabaceae,Acacia cedroides,py,no
WA,Fabaceae,Acacia celastrifolia,py,no
WA,Fabaceae,Acacia cerastes,py,no
WA,Fabaceae,Acacia chamaeleon,py,no
WA,Fabaceae,Acacia chapmanii,py,no
WA,Fabaceae,Acacia chrysella,py,no
WA,Fabaceae,Acacia chrysocephala,py,no
WA,Fabaceae,Acacia clydonophora,py,no
WA,Fabaceae,Acacia cochlearis,py,no
WA,Fabaceae,Acacia cochlocarpa,py,no
WA,Fabaceae,Acacia colletioides,py,no
WA,Fabaceae,Acacia comans,py,no
WA,Fabaceae,Acacia concolorans,py,no
WA,Fabaceae,Acacia congesta,py,no
WA,Fabaceae,Acacia conniana,py,no
WA,Fabaceae,Acacia consanguinea,py,no
WA,Fabaceae,Acacia coolgardiensis,py,no
WA,Fabaceae,Acacia coriacea,py,no
WA,Fabaceae,Acacia costata,py,no
WA,Fabaceae,Acacia cowaniana,py,no
WA,Fabaceae,Acacia cracentis,py,no
WA,Fabaceae,Acacia crassistipula,py,no
WA,Fabaceae,Acacia crassiuscula,py,no
WA,Fabaceae,Acacia crenulata,py,no
WA,Fabaceae,Acacia crispula,py,no
WA,Fabaceae,Acacia cummingiana,py,no
WA,Fabaceae,Acacia cuneifolia,py,no
WA,Fabaceae,Acacia cyclops,py,no
WA,Fabaceae,Acacia cylindrica,py,no
WA,Fabaceae,Acacia daphnifolia,py,no
WA,Fabaceae,Acacia daviesioides,py,no
WA,Fabaceae,Acacia debilis,py,no
WA,Fabaceae,Acacia declinata,py,no
WA,Fabaceae,Acacia deficiens,py,no
WA,Fabaceae,Acacia deflexa,py,no
WA,Fabaceae,Acacia delphina,py,no
WA,Fabaceae,Acacia densiflora,py,no
WA,Fabaceae,Acacia denticulosa,py,yes
WA,Fabaceae,Acacia dentifera,py,no
WA,Fabaceae,Acacia desertorum,py,no
WA,Fabaceae,Acacia dielsii,py,no
WA,Fabaceae,Acacia dilatata,py,no
WA,Fabaceae,Acacia dissona,py,no
WA,Fabaceae,Acacia divergens,py,no
WA,Fabaceae,Acacia dodonaeifolia,py,no
WA,Fabaceae,Acacia doratoxylon,py,no
WA,Fabaceae,Acacia drewiana,py,no
WA,Fabaceae,Acacia drummondii,py,no
WA,Fabaceae,Acacia dura,py,no
WA,Fabaceae,Acacia duriuscula,py,no
WA,Fabaceae,Acacia effusifolia,py,no
WA,Fabaceae,Acacia elata,py,no
WA,Fabaceae,Acacia empelioclada,py,no
WA,Fabaceae,Acacia enervia,py,no
WA,Fabaceae,Acacia epacantha,py,no
WA,Fabaceae,Acacia ephedroides,py,no
WA,Fabaceae,Acacia eremaea,py,no
WA,Fabaceae,Acacia eremophila,py,no
WA,Fabaceae,Acacia ericifolia,py,no
WA,Fabaceae,Acacia ericksoniae,py,no
WA,Fabaceae,Acacia erinacea,py,no
WA,Fabaceae,Acacia erioclada,py,no
WA,Fabaceae,Acacia errabunda,py,no
WA,Fabaceae,Acacia exocarpoides,py,no
WA,Fabaceae,Acacia extensa,py,no
WA,Fabaceae,Acacia fagonioides,py,no
WA,Fabaceae,Acacia fauntleroyi,py,no
WA,Fabaceae,Acacia ferocior,py,no
WA,Fabaceae,Acacia filifolia,py,no
WA,Fabaceae,Acacia flabellifolia,py,no
WA,Fabaceae,Acacia flagelliformis,py,no
WA,Fabaceae,Acacia flavipila,py,no
WA,Fabaceae,Acacia formidabilis,py,no
WA,Fabaceae,Acacia forrestiana,py,yes
WA,Fabaceae,Acacia fragilis,py,no
WA,Fabaceae,Acacia gemina,py,no
WA,Fabaceae,Acacia gibbosa,py,no
WA,Fabaceae,Acacia gilbertii,py,no
WA,Fabaceae,Acacia glaucoptera,py,no
WA,Fabaceae,Acacia glutinosissima,py,no
WA,Fabaceae,Acacia gonophylla,py,no
WA,Fabaceae,Acacia graciliformis,py,no
WA,Fabaceae,Acacia graniticola,py,no
WA,Fabaceae,Acacia grisea,py,no
WA,Fabaceae,Acacia hadrophylla,py,no
WA,Fabaceae,Acacia harveyi,py,no
WA,Fabaceae,Acacia hastulata,py,no
WA,Fabaceae,Acacia hemiteles,py,no
WA,Fabaceae,Acacia heteroclita,py,no
WA,Fabaceae,Acacia heteroneura,py,no
WA,Fabaceae,Acacia hopperiana,py,no
WA,Fabaceae,Acacia horridula,py,no
WA,Fabaceae,Acacia huegelii,py,no
WA,Fabaceae,Acacia hystrix,py,no
WA,Fabaceae,Acacia idiomorpha,py,no
WA,Fabaceae,Acacia imitans,py,yes
WA,Fabaceae,Acacia imparilis,py,no
WA,Fabaceae,Acacia inaequiloba,py,no
WA,Fabaceae,Acacia inceana,py,no
WA,Fabaceae,Acacia incognita,py,no
WA,Fabaceae,Acacia incrassata,py,no
WA,Fabaceae,Acacia incurva,py,no
WA,Fabaceae,Acacia incurvaneura,py,no
WA,Fabaceae,Acacia ingrata,py,no
WA,Fabaceae,Acacia inophloia,py,no
WA,Fabaceae,Acacia inops,py,no
WA,Fabaceae,Acacia insolita,py,no
WA,Fabaceae,Acacia intricata,py,no
WA,Fabaceae,Acacia isoneura,py,no
WA,Fabaceae,Acacia iteaphylla,py,no
WA,Fabaceae,Acacia jacksonioides,py,no
WA,Fabaceae,Acacia jennerae,py,no
WA,Fabaceae,Acacia jibberdingensis,py,no
WA,Fabaceae,Acacia kalgoorliensis,py,no
WA,Fabaceae,Acacia kingiana,py,yes
WA,Fabaceae,Acacia kochii,py,no
WA,Fabaceae,Acacia lanceolata,py,no
WA,Fabaceae,Acacia lanei,py,no
WA,Fabaceae,Acacia laricina,py,no
WA,Fabaceae,Acacia lasiocalyx,py,no
WA,Fabaceae,Acacia lasiocarpa,py,no
WA,Fabaceae,Acacia lateriticola,py,no
WA,Fabaceae,Acacia latior,py,no
WA,Fabaceae,Acacia latipes,py,no
WA,Fabaceae,Acacia leioderma,py,no
WA,Fabaceae,Acacia leptoneura,py,yes
WA,Fabaceae,Acacia leptopetala,py,no
WA,Fabaceae,Acacia leptospermoides,py,no
WA,Fabaceae,Acacia leptostachya,py,no
WA,Fabaceae,Acacia ligustrina,py,no
WA,Fabaceae,Acacia lineolata,py,no
WA,Fabaceae,Acacia lirellata,py,no
WA,Fabaceae,Acacia littorea,py,no
WA,Fabaceae,Acacia lobulata,py,yes
WA,Fabaceae,Acacia longiphyllodinea,py,no
WA,Fabaceae,Acacia longispinea,py,no
WA,Fabaceae,Acacia loxophylla,py,no
WA,Fabaceae,Acacia lullfitziorum,py,no
WA,Fabaceae,Acacia luteola,py,no
WA,Fabaceae,Acacia mackeyana,py,no
WA,Fabaceae,Acacia masliniana,py,no
WA,Fabaceae,Acacia maxwellii,py,no
WA,Fabaceae,Acacia meisneri,py,no
WA,Fabaceae,Acacia merinthophora,py,no
WA,Fabaceae,Acacia merrallii,py,no
WA,Fabaceae,Acacia merrickiae,py,no
WA,Fabaceae,Acacia microbotrya,py,no
WA,Fabaceae,Acacia microneura,py,no
WA,Fabaceae,Acacia mimica,py,no
WA,Fabaceae,Acacia moirii,py,no
WA,Fabaceae,Acacia mollifolia,py,no
WA,Fabaceae,Acacia mooreana,py,no
WA,Fabaceae,Acacia multispicata,py,no
WA,Fabaceae,Acacia muriculata,py,no
WA,Fabaceae,Acacia mutabilis,py,no
WA,Fabaceae,Acacia nervosa,py,no
WA,Fabaceae,Acacia neurophylla,py,no
WA,Fabaceae,Acacia newbeyi,py,no
WA,Fabaceae,Acacia nigricans,py,no
WA,Fabaceae,Acacia nigripilosa,py,no
WA,Fabaceae,Acacia nodiflora,py,no
WA,Fabaceae,Acacia nyssophylla,py,no
WA,Fabaceae,Acacia obovata,py,no
WA,Fabaceae,Acacia obtecta,py,no
WA,Fabaceae,Acacia olgana,py,no
WA,Fabaceae,Acacia oncinophylla,py,no
WA,Fabaceae,Acacia orbifolia,py,no
WA,Fabaceae,Acacia oxyclada,py,no
WA,Fabaceae,Acacia patagiata,py,no
WA,Fabaceae,Acacia pentadenia,py,no
WA,Fabaceae,Acacia phaeocalyx,py,no
WA,Fabaceae,Acacia pharangites,py,yes
WA,Fabaceae,Acacia plicata,py,no
WA,Fabaceae,Acacia podalyriifolia,py,no
WA,Fabaceae,Acacia prainii,py,no
WA,Fabaceae,Acacia pravifolia,py,no
WA,Fabaceae,Acacia pravissima,py,no
WA,Fabaceae,Acacia preissiana,py,no
WA,Fabaceae,Acacia prismifolia,py,yes
WA,Fabaceae,Acacia prominens,py,no
WA,Fabaceae,Acacia pterocaulon,py,no
WA,Fabaceae,Acacia pulchella,py,no
WA,Fabaceae,Acacia pulviniformis,py,no
WA,Fabaceae,Acacia puncticulata,py,no
WA,Fabaceae,Acacia pycnocephala,py,no
WA,Fabaceae,Acacia pygmaea,py,yes
WA,Fabaceae,Acacia pyrifolia,py,no
WA,Fabaceae,Acacia quadrimarginea,py,no
WA,Fabaceae,Acacia quinquenervia,py,no
WA,Fabaceae,Acacia ramulosa,py,no
WA,Fabaceae,Acacia recurvata,py,yes
WA,Fabaceae,Acacia redolens,py,no
WA,Fabaceae,Acacia rendlei,py,no
WA,Fabaceae,Acacia repanda,py,no
WA,Fabaceae,Acacia resinimarginea,py,no
WA,Fabaceae,Acacia resinosa,py,no
WA,Fabaceae,Acacia restiacea,py,no
WA,Fabaceae,Acacia retinodes,py,no
WA,Fabaceae,Acacia retrorsa,py,no
WA,Fabaceae,Acacia ridleyana,py,no
WA,Fabaceae,Acacia rigida,py,no
WA,Fabaceae,Acacia robiniae,py,no
WA,Fabaceae,Acacia rossei,py,no
WA,Fabaceae,Acacia rostellata,py,no
WA,Fabaceae,Acacia rostellifera,py,no
WA,Fabaceae,Acacia roycei,py,no
WA,Fabaceae,Acacia salicina,py,no
WA,Fabaceae,Acacia saligna,py,no
WA,Fabaceae,Acacia saxatilis,py,no
WA,Fabaceae,Acacia scalena,py,no
WA,Fabaceae,Acacia scalpelliformis,py,no
WA,Fabaceae,Acacia sciophanes,py,yes
WA,Fabaceae,Acacia scirpifolia,py,no
WA,Fabaceae,Acacia scleroclada,py,no
WA,Fabaceae,Acacia sclerosperma,py,no
WA,Fabaceae,Acacia sedifolia,py,no
WA,Fabaceae,Acacia semicircinalis,py,no
WA,Fabaceae,Acacia semitrullata,py,no
WA,Fabaceae,Acacia sericocarpa,py,no
WA,Fabaceae,Acacia sessilis,py,no
WA,Fabaceae,Acacia sessilispica,py,no
WA,Fabaceae,Acacia shuttleworthii,py,no
WA,Fabaceae,Acacia sibina,py,no
WA,Fabaceae,Acacia sibirica,py,no
WA,Fabaceae,Acacia signata,py,no
WA,Fabaceae,Acacia spathulifolia,py,no
WA,Fabaceae,Acacia sphacelata,py,no
WA,Fabaceae,Acacia spinosissima,py,no
WA,Fabaceae,Acacia splendens,py,yes
WA,Fabaceae,Acacia squamata,py,no
WA,Fabaceae,Acacia stanleyi,py,no
WA,Fabaceae,Acacia steedmanii,py,no
WA,Fabaceae,Acacia stenophylla,py,no
WA,Fabaceae,Acacia stenoptera,py,no
WA,Fabaceae,Acacia stereophylla,py,no
WA,Fabaceae,Acacia subcaerulea,py,no
WA,Fabaceae,Acacia subflexuosa,py,no
WA,Fabaceae,Acacia subracemosa,py,no
WA,Fabaceae,Acacia subrigida,py,no
WA,Fabaceae,Acacia sulcata,py,no
WA,Fabaceae,Acacia synchronicia,py,no
WA,Fabaceae,Acacia synoria,py,no
WA,Fabaceae,Acacia tayloriana,py,no
WA,Fabaceae,Acacia tenuispica,py,no
WA,Fabaceae,Acacia teretifolia,py,no
WA,Fabaceae,Acacia tetanophylla,py,no
WA,Fabaceae,Acacia tetragonocarpa,py,no
WA,Fabaceae,Acacia tetragonophylla,py,no
WA,Fabaceae,Acacia tetraneura,py,no
WA,Fabaceae,Acacia torticarpa,py,no
WA,Fabaceae,Acacia trachyphloia,py,no
WA,Fabaceae,Acacia tratmaniana,py,no
WA,Fabaceae,Acacia trigonophylla,py,no
WA,Fabaceae,Acacia trinalis,py,no
WA,Fabaceae,Acacia triptycha,py,no
WA,Fabaceae,Acacia trulliformis,py,no
WA,Fabaceae,Acacia truncata,py,no
WA,Fabaceae,Acacia tuberculata,py,no
WA,Fabaceae,Acacia tysonii,py,no
WA,Fabaceae,Acacia ulicina,py,no
WA,Fabaceae,Acacia uliginosa,py,no
WA,Fabaceae,Acacia umbraculiformis,py,no
WA,Fabaceae,Acacia uncinella,py,no
WA,Fabaceae,Acacia undosa,py,no
WA,Fabaceae,Acacia unifissilis,py,no
WA,Fabaceae,Acacia urophylla,py,no
WA,Fabaceae,Acacia varia,py,no
WA,Fabaceae,Acacia vassalii,py,yes
WA,Fabaceae,Acacia verriculum,py,no
WA,Fabaceae,Acacia victoriae,py,no
WA,Fabaceae,Acacia viscifolia,py,no
WA,Fabaceae,Acacia vittata,py,no
WA,Fabaceae,Acacia volubilis,py,yes
WA,Fabaceae,Acacia websteri,py,no
WA,Fabaceae,Acacia willdenowiana,py,no
WA,Fabaceae,Acacia wilsonii,py,yes
WA,Fabaceae,Acacia xanthina,py,no
WA,Fabaceae,Acacia yorkrakinensis,py,no
SA,Fabaceae,Acacia acinacea,py,no
SA,Fabaceae,Acacia alcockii,py,yes
SA,Fabaceae,Acacia anceps,py,no
SA,Fabaceae,Acacia brachybotrya,py,no
SA,Fabaceae,Acacia calamifolia,py,no
SA,Fabaceae,Acacia continua,py,no
SA,Fabaceae,Acacia cupularis,py,no
SA,Fabaceae,Acacia dictyocarpa,py,no
SA,Fabaceae,Acacia enterocarpa,py,yes
SA,Fabaceae,Acacia euthycarpa,py,no
SA,Fabaceae,Acacia farinosa,py,no
SA,Fabaceae,Acacia gillii,py,no
SA,Fabaceae,Acacia hakeoides,py,no
SA,Fabaceae,Acacia halliana,py,no
SA,Fabaceae,Acacia imbricata,py,yes
SA,Fabaceae,Acacia leiophylla,py,no
SA,Fabaceae,Acacia ligulata,py,no
SA,Fabaceae,Acacia longifolia,py,no
SA,Fabaceae,Acacia mearnsii,py,no
SA,Fabaceae,Acacia microcarpa,py,no
SA,Fabaceae,Acacia murrayana,py,no
SA,Fabaceae,Acacia nematophylla,py,no
SA,Fabaceae,Acacia notabilis,py,no
SA,Fabaceae,Acacia oswaldii,py,no
SA,Fabaceae,Acacia papyrocarpa,py,no
SA,Fabaceae,Acacia pinguifolia,py,yes
SA,Fabaceae,Acacia rigens,py,no
SA,Fabaceae,Acacia rupicola,py,no
SA,Fabaceae,Acacia sclerophylla,py,no
