flora,taxon_name,simplified_phrase,fire,description,fire_intensity,fire_severity,fire_season,fire_response,fire_response_source,post_fire_recruitment,post_fire_recruitment_source,site,habitat_conditions,bud_bank_location,canopy_seedbank,canopy_seedbank_source,changes_fire_regime,clonal_spread_mechanism,dispersal_syndrome,dispersers,fire_and_establishing,fire_ephemeral,fire_exposure_level,fire_response_juvenile,fire_response_on_maturity,fire_tolerance,life_history,post_fire_flowering,post_fire_flowering_source,reproductive_maturity,reproductive_maturity_secondary_after_fire,seed_longevity_categorical,seed_release,seed_release_source,seed_storage_location,seed_storage_location_source,serotiny,serotiny_source,soil_seedbank,storage_organ,threats,time_from_fire_to_fruit,original_text
VIC_flora,Acacia obtusifolia,no fire information,"a small population established recently near mcmahons creek in the upper yarra area was possibly derived from seed carried by fire-fighting equipment, and a 1925 collection purportedly from box hill is most likely a labelling error or from a cultivated plant.","erect or spreading shrub or tree, 3-15 m high. phyllodes linear to narrowly elliptic, 12-25 cm long, 7-23 mm wide, obtuse, coriaceous, margins uneven and edged with microscopic granular resin globules, dark green; primary veins commonly 2-5, prominent, secondary veins more or less parallel and reticulate; gland circa 8 mm above. spikes 3-7 cm long, creamy to pale yellow; rachis visible between flowers, glabrous; peduncles 5-10 mm long. flowers 4-merous, loosely packed; sepals united, often ciliate. pods subcylindric, linear, mostly straight, 5-15 cm long, 3.5-7 mm wide; seeds narrowly elliptic, 4.5-6 mm long, wide, shiny, funicle thin, folded circa 4-5 times, aril turbinate. flowers usually dec.-feb. egl, egu, hfe, hsalso qld, nslargely restricted to dryish sites in foothills and mountain ranges in far eastern victoria where typically a sprawling shrub to circa 2 m high, but also a component of moist forests of the howe range (east of mallacoota) where it develops into a taller erect shrub or small tree. a small population established recently near mcmahons creek in the upper yarra area was possibly derived from seed carried by fire-fighting equipment, and a 1925 collection purportedly from box hill is most likely a labelling error or from a cultivated plant. distinguished from acacia longifolia by the resinous margins of its thicker, less pliable phyllodes. froms from dry, rocky sites seem to fruit rarely and appears to propagate principally by suckering, but the taller forest form fruits freely. ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erect or spreading shrub or tree, 3-15 m high. Phyllodes linear to narrowly elliptic, 12-25 cm long, 7-23 mm wide, obtuse, coriaceous, margins uneven and edged with microscopic granular resin globules, dark green; primary veins commonly 2-5, prominent, secondary veins more or less parallel and reticulate; gland c. 8 mm above. Spikes 3-7 cm long, creamy to pale yellow; rachis visible between flowers, glabrous; peduncles 5-10 mm long. Flowers 4-merous, loosely packed; sepals united, often ciliate. Pods subcylindric, linear, mostly straight, 5-15 cm long, 3.5-7 mm wide; seeds narrowly elliptic, 4.5-6 mm long, wide, shiny, funicle thin, folded c. 4-5 times, aril turbinate. Flowers usually Dec.-Feb. EGL, EGU, HFE, HSF. Also Qld, NSW. Largely restricted to dryish sites in foothills and mountain ranges in far eastern Victoria where typically a sprawling shrub to c. 2 m high, but also a component of moist forests of the Howe Range (east of Mallacoota) where it develops into a taller erect shrub or small tree. A small population established recently near McMahons Creek in the Upper Yarra area was possibly derived from seed carried by fire-fighting equipment, and a 1925 collection purportedly from Box Hill is most likely a labelling error or from a cultivated plant. Distinguished from Acacia longifolia by the resinous margins of its thicker, less pliable phyllodes. Froms from dry, rocky sites seem to fruit rarely and appears to propagate principally by suckering, but the taller forest form fruits freely."
VIC_flora,Acrotriche serrulata,resprouts after fire,"this species resprouts after burning, the new leaves sometimes broader than those of mature specimens.","dense, prostrate to decumbent shrub to circa 30(-60) cm high; branchlets finely pubescent. leaves suberect to reflexed, linear-lanceolate to lanceolate, 3.5-11 mm long, 0.5-1.7(-2.5) mm wide, mucronate, flat, sparsely pubescent to pilose on both surfaces (at least when young), rarely almost glabrous, lower surface with 3-5(-7) unbranched subparallel veins separated by shallow glaucous grooves; margins plane to slightly recurved, scabrous to pilose. flowers in 5-12-flowered spikes on old wood (often below leafy region); spike circa 2-8 mm long; bracteoles and sepals often with minute appressed hairs; bracteoles 1-1.7 mm long; sepals 1.7-2.8 mm long; corolla sometimes maroon-tinged; tube transluscent, (2.2-)4-5.5(-6)mm long; lobes green, 1.5-2.5 mm long; ovary 5-7-locular, densely and minutely white-papillose, style (1-)1.4-2 mm long. fruit depressed-globose, flat-topped, 2.5-3.5 mm long, greyish-green, indumentum persisting. flowers mainly jun.-nov. brid, cvu, dunt, egl, egu, gipp, glep, gold, ggr, hfe, hnf, hsf, lom, mont, mum, nis, otp, otr, snm, strz, valp, vriv, vvp, wap, wpro, wim. also sa, nsw, tas. widely distributed, occurring on sandy, loamy or skeletal soil in woodland, open-forest, heathland, coastal scrub and mallee shrubland. this species resprouts after burning, the new leaves sometimes broader than those of mature specimens. plants in the little desert-southern big desert area have short broad leaves that are sometimes almost glabrous. they resemble affinis but have venation typical of serrulata. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dense, prostrate to decumbent shrub to c. 30(-60) cm high; branchlets finely pubescent. Leaves suberect to reflexed, linear-lanceolate to lanceolate, 3.5-11 mm long, 0.5-1.7(-2.5) mm wide, mucronate, flat, sparsely pubescent to pilose on both surfaces (at least when young), rarely almost glabrous, lower surface with 3-5(-7) unbranched subparallel veins separated by shallow glaucous grooves; margins plane to slightly recurved, scabrous to pilose. Flowers in 5-12-flowered spikes on old wood (often below leafy region); spike c. 2-8 mm long; bracteoles and sepals often with minute appressed hairs; bracteoles 1-1.7 mm long; sepals 1.7-2.8 mm long; corolla sometimes maroon-tinged; tube transluscent, (2.2-)4-5.5(-6)mm long; lobes green, 1.5-2.5 mm long; ovary 5-7-locular, densely and minutely white-papillose, style (1-)1.4-2 mm long. Fruit depressed-globose, flat-topped, 2.5-3.5 mm long, greyish-green, indumentum persisting. Flowers mainly Jun.-Nov. Brid, CVU, DunT, EGL, EGU, GipP, Glep, Gold, GGr, HFE, HNF, HSF, LoM, MonT, MuM, NIS, OtP, OtR, SnM, Strz, VAlp, VRiv, VVP, WaP, WPro, Wim. Also SA, NSW, Tas. Widely distributed, occurring on sandy, loamy or skeletal soil in woodland, open-forest, heathland, coastal scrub and mallee shrubland. This species resprouts after burning, the new leaves sometimes broader than those of mature specimens. Plants in the Little Desert-southern Big Desert area have short broad leaves that are sometimes almost glabrous. They resemble A. affinis but have venation typical of A. serrulata."
VIC_flora,Actinotus forsythii,flowering enhanced by fire; germination is stimulated by fire,this species requires disturbances such as fire or soil upheaval to stimulate germination and flowering.,"annual, diffuse herb with procumbent stems to 50 cm long. leaves glabrous (sparsely pubescent when young); lamina 0.5-1.5 cm long, 1.0-1.5 cm wide, 3-7-lobed, lobes lanceolate to linear-lanceolate, acute; petiole 4-25 mm long. scape procumbent to ascending, to 10 cm long in fruit, with white spreading hairs; inflorescence terminal or axillary, 1-2 cm diam.; involucral bracts 10-12, spreading, elliptic, circa 7 mm long, white to pink and densely silky hairy above, green to white-pink and sparsely hairy below. flowers to circa 80 per umbel, all unisexual; outer flowers male, petals papery; inner flowers female, sepals minute and forming skirt on ovary, petals absent. fruit ovate 1.5-2.5 mm long, dark grey-brown, with a light brown margin, villous and with 2 median ridges on both faces, sepals persistent. flowers jan.-may (rarely sep.-oct.). snalso nsknown only from the nunniong plateau in subalpine mallee woodland. this species requires disturbances such as fire or soil upheaval to stimulate germination and flowering. ;",NA,NA,NA,NA,NA,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fire_enhanced_flowering,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Annual, diffuse herb with procumbent stems to 50 cm long. Leaves glabrous (sparsely pubescent when young); lamina 0.5-1.5 cm long, 1.0-1.5 cm wide, 3-7-lobed, lobes lanceolate to linear-lanceolate, acute; petiole 4-25 mm long. Scape procumbent to ascending, to 10 cm long in fruit, with white spreading hairs; inflorescence terminal or axillary, 1-2 cm diam.; involucral bracts 10-12, spreading, elliptic, c. 7 mm long, white to pink and densely silky hairy above, green to white-pink and sparsely hairy below. Flowers to c. 80 per umbel, all unisexual; outer flowers male, petals papery; inner flowers female, sepals minute and forming skirt on ovary, petals absent. Fruit ovate 1.5-2.5 mm long, dark grey-brown, with a light brown margin, villous and with 2 median ridges on both faces, sepals persistent. Flowers Jan.-May (rarely Sep.-Oct.). SnM. Also NSW. Known only from the Nunniong Plateau in subalpine mallee woodland. This species requires disturbances such as fire or soil upheaval to stimulate germination and flowering."
VIC_flora,Amelichloa caudata,uninterpretable,the presence of cleistogenes within the leaf-sheaths limits the effectiveness of normal methods of control (e g slashing or burning) and as a result this species has the potential to infest vast tracts of pasture in the drier agricultural districts.,"densely tufted perennial, culms erect, to circa 0.8 m high but often shorter and overtopped by foliage, nodes glabrous. leaves glabrous; blade weakly or strongly inrolled, to 80 cm long and 3 mm broad; ligule ciliate to 2 mm long. inflorescence a loose but narrow panicle to 25 cm long. glumes 6-9 mm long, usually purplish, acuminate, subequal; lemma 4-6 mm long, purplish at maturity, granular, with white hairs near the base, along the midrib and margins; coma sparse, 0.5-1.5 mm long; callus rudimentary, not pointed; awn twice bent, 10-20 mm long, 3-4 mm to the first bend, scabrous; palea subequal to lemma with a band of hairs down the centre. flowers nov.-dec. *gipp, *gold, *mum, *vriv, *vvp, *wim. als naturalised nsw, tas. apparently a recent introduction to victoria, first collected in 1987. most infestations are from pasture and roadsides in the clunes, talbot, maryborough, and dunolly-castlemaine districts, but also recorded from swan hill, north coburg and wangaratta. unpalatable to stock. the presence of cleistogenes within the leaf-sheaths limits the effectiveness of normal methods of control (e g slashing or burning) and as a result this species has the potential to infest vast tracts of pasture in the drier agricultural districts. ; ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Densely tufted perennial, culms erect, to c. 0.8 m high but often shorter and overtopped by foliage, nodes glabrous. Leaves glabrous; blade weakly or strongly inrolled, to 80 cm long and 3 mm broad; ligule ciliate to 2 mm long. Inflorescence a loose but narrow panicle to 25 cm long. Glumes 6-9 mm long, usually purplish, acuminate, subequal; lemma 4-6 mm long, purplish at maturity, granular, with white hairs near the base, along the midrib and margins; coma sparse, 0.5-1.5 mm long; callus rudimentary, not pointed; awn twice bent, 10-20 mm long, 3-4 mm to the first bend, scabrous; palea subequal to lemma with a band of hairs down the centre. Flowers Nov.-Dec. *GipP, *Gold, *MuM, *VRiv, *VVP, *Wim. Als naturalised NSW, Tas. Apparently a recent introduction to Victoria, first collected in 1987. Most infestations are from pasture and roadsides in the Clunes, Talbot, Maryborough, and Dunolly-Castlemaine districts, but also recorded from Swan Hill, North Coburg and Wangaratta. Unpalatable to stock. The presence of cleistogenes within the leaf-sheaths limits the effectiveness of normal methods of control (e.g. slashing or burning) and as a result this species has the potential to infest vast tracts of pasture in the drier agricultural districts."
VIC_flora,Asterolasia asteriscophora subsp. albiflora,threatened by inappropriate fire regimes,and inappropriate fire regimes threaten this subspecies.,"leaves obovate to spathulate, 4-16 mm long, 3-12 mm wide, apex rounded. inflorescence 3-5-flowered; peduncles 3-5 mm long; petals 4-6 mm long, white, rarely pale lemon. flowers oct.-dec. ggr, hsrestricted to the emerald-monbulk area of the southern dandenong ranges where growing in damp sclerophyll forest. a collection purportedly from the grampians is of unlikely provenance. clearing for housing etc. and inappropriate fire regimes threaten this subspecies. ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,inappropriate_fire_regime,NA,"Leaves obovate to spathulate, 4-16 mm long, 3-12 mm wide, apex rounded. Inflorescence 3-5-flowered; peduncles 3-5 mm long; petals 4-6 mm long, white, rarely pale lemon. Flowers Oct.-Dec. GGr, HSF. Restricted to the Emerald-Monbulk area of the southern Dandenong Ranges where growing in damp sclerophyll forest. A collection purportedly from the Grampians is of unlikely provenance. Clearing for housing etc. and inappropriate fire regimes threaten this subspecies."
VIC_flora,Astrotricha parvifolia subsp. 1,regenerates after fire from seed; soil seedbank,capable of regenerating after fire from soil-stored seed.,"shrubs to 2.5 m high. leaves linear to narrowly oblanceolate, 10-20 mm long, 1-2 mm wide, protuberances of adaxial leaf surface large, sparse to dense, largely restricted to near edges of leaf (sometimes forming two indistinct lines). bracts 2-4 mm long. flowers sep.-oct. endemic in victoria. restricted to the gippsland lakes hinterland (providence ponds, dutson, robinson, and south of longford). prior to the rediscovery of this subspecies in 2005, it was previously last collected in 1969. known populations occur in pinus radiata plantations on sandy soils, south of longford. capable of regenerating after fire from soil-stored seed. this is the type subspecies. ;",NA,NA,NA,fire_killed,direct_from_flora,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,soil,direct_from_flora,NA,NA,soil_seedbank_present,NA,NA,NA,"Shrubs to 2.5 m high. Leaves linear to narrowly oblanceolate, 10-20 mm long, 1-2 mm wide, protuberances of adaxial leaf surface large, sparse to dense, largely restricted to near edges of leaf (sometimes forming two indistinct lines). Bracts 2-4 mm long. Flowers Sep.-Oct. Endemic in Victoria. Restricted to the Gippsland Lakes hinterland (Providence Ponds, Dutson, Robinson, and south of Longford). Prior to the rediscovery of this subspecies in 2005, it was previously last collected in 1969. Known populations occur in Pinus radiata plantations on sandy soils, south of Longford. Capable of regenerating after fire from soil-stored seed. This is the type subspecies."
VIC_flora,Austrostipa drummondii,common/found after fire,often common following fire.,"tufted annual or perennial, culms erect to 80 cm high, nodes pubescent, usually hidden by the sheaths. leaves densely short-pubescent; blade rather stiff, flat to slightly, rarely closely inrolled, to 20 cm long (often less than 10 cm), 2-7 mm broad; sheath loosely enveloping the culm, the uppermost usually with broad, pale, glabrous margins; ligule ciliate 0.5-2 mm long. inflorescence a contracted to spreading, rather dense panicle to 40 cm long, the base of the panicle often partly concealed by uppermost leaf-sheath. glumes 8-12 mm long, often purplish, acuminate or acute, sometimes toothed just below apex, the lower up to 2 mm longer than upper; lemma sometimes with a slight constriction just below apex, 4-6 mm long, brown to almost black at maturity, finely granular, with semi-appressed white hairs, often sparse toward apex; callus 1.3-2.5 mm long; awn falcate, 50-90 mm long, the straight part 10-19 mm long, column densely pubescent with hairs 0.3-1 mm long; palea slightly shorter than lemma, with a sparse line of hairs down the centre. flowers aug.-nov. gold, lom, muf, mum, msb, robp, vriv, wim. abundant on gypsum-rich soils within grassland and at the margins of samphire low-shrubland in the far north-west, less common in mallee-scrub areas. often common following fire. a collection from near ouyen in the far northwest combines features of austrostipa drummondii (habit, broad pale-margined leaf-sheaths, pubescent falcate awn) and eremophila (golden hairs on lemma with 'bald patch' below summit). the specimen is apparently non-fertile, with poorly developed anthers and no mature or developing grain and is presumably a result of hybridization. ;",NA,NA,NA,NA,NA,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tufted annual or perennial, culms erect to 80 cm high, nodes pubescent, usually hidden by the sheaths. Leaves densely short-pubescent; blade rather stiff, flat to slightly, rarely closely inrolled, to 20 cm long (often less than 10 cm), 2-7 mm broad; sheath loosely enveloping the culm, the uppermost usually with broad, pale, glabrous margins; ligule ciliate 0.5-2 mm long. Inflorescence a contracted to spreading, rather dense panicle to 40 cm long, the base of the panicle often partly concealed by uppermost leaf-sheath. Glumes 8-12 mm long, often purplish, acuminate or acute, sometimes toothed just below apex, the lower up to 2 mm longer than upper; lemma sometimes with a slight constriction just below apex, 4-6 mm long, brown to almost black at maturity, finely granular, with semi-appressed white hairs, often sparse toward apex; callus 1.3-2.5 mm long; awn falcate, 50-90 mm long, the straight part 10-19 mm long, column densely pubescent with hairs 0.3-1 mm long; palea slightly shorter than lemma, with a sparse line of hairs down the centre. Flowers Aug.-Nov. Gold, LoM, MuF, MuM, MSB, RobP, VRiv, Wim. Abundant on gypsum-rich soils within grassland and at the margins of samphire low-shrubland in the far north-west, less common in mallee-scrub areas. Often common following fire. A collection from near Ouyen in the far northwest combines features of Austrostipa drummondii (habit, broad pale-margined leaf-sheaths, pubescent falcate awn) and A. eremophila (golden hairs on lemma with 'bald patch' below summit). The specimen is apparently non-fertile, with poorly developed anthers and no mature or developing grain and is presumably a result of hybridization."
VIC_flora,Austrostipa macalpinei,common/found after fire,"rare in victoria, but may be locally abundant following fires.","tufted annual, culms erect, to 90 cm high, nodes glabrous, usually hidden by the sheaths. leaf-blades flat to inrolled, to 20 cm long (but often much less), 2-9 mm broad, glabrous, minutely scabrous or minutely pubescent; sheaths of lower leaves densely woolly-pubescent, those of upper leaves sometimes glabrous; ligules thinly membranous, 2-15 mm long, often laciniate at apex. inflorescence a contracted, usually dense panicle to 35 cm long, the base of the panicle often concealed by uppermost leaf-sheath. glumes 13-23 mm long, light green, acuminate or acute, sometimes toothed just below apex, the lower up to 12 mm longer than upper; lemma 7-9 mm long, white to straw-coloured at maturity, smooth, with sparse, short white hairs; callus 1.5-3.5 mm long; awn straight or falcate, 100-200 mm long, the straight part 10-30 mm long, smooth and glabrous or minutely scabrous; palea about equal to lemma, with a sparse line of hairs down the centre. flowers oct.-dec. ggr, lom, vvp, wim. also wa, soccurs in sandy heathland, mallee and heathy woodlands of the little desert, southern grampians, mt arapiles and southern parts of the big desert. rare in victoria, but may be locally abundant following fires. a 1934 collection from the melbourne suburb of northcote is of doubtful provenance or is likely to be a cultivated plant. ;",NA,NA,NA,NA,NA,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tufted annual, culms erect, to 90 cm high, nodes glabrous, usually hidden by the sheaths. Leaf-blades flat to inrolled, to 20 cm long (but often much less), 2-9 mm broad, glabrous, minutely scabrous or minutely pubescent; sheaths of lower leaves densely woolly-pubescent, those of upper leaves sometimes glabrous; ligules thinly membranous, 2-15 mm long, often laciniate at apex. Inflorescence a contracted, usually dense panicle to 35 cm long, the base of the panicle often concealed by uppermost leaf-sheath. Glumes 13-23 mm long, light green, acuminate or acute, sometimes toothed just below apex, the lower up to 12 mm longer than upper; lemma 7-9 mm long, white to straw-coloured at maturity, smooth, with sparse, short white hairs; callus 1.5-3.5 mm long; awn straight or falcate, 100-200 mm long, the straight part 10-30 mm long, smooth and glabrous or minutely scabrous; palea about equal to lemma, with a sparse line of hairs down the centre. Flowers Oct.-Dec. GGr, LoM, VVP, Wim. Also WA, SA. Occurs in sandy heathland, mallee and heathy woodlands of the Little Desert, southern Grampians, Mt Arapiles and southern parts of the Big Desert. Rare in Victoria, but may be locally abundant following fires. A 1934 collection from the Melbourne suburb of Northcote is of doubtful provenance or is likely to be a cultivated plant."
VIC_flora,Austrostipa nivicola,flowering enhanced by fire,"prominent and flowering profusely in first seasons following fires, otherwise flowering is often sparse.","tufted perennial, culms erect, to 80 cm high, nodes glabrous or pubescent. leaves glabrous; sheath purple; blade involute, to 20 cm long and 1 mm diam., pungent at apex; ligule ciliate 0.4-1.5 mm long. inflorescence a sparse, 8-20-flowered panicle to 20 cm long. glumes 18-25 mm long, purplish at first, acute, the lower 1-5 mm longer than upper; lemma 11-15 mm long, brown at maturity, granular to minutely scabrous, with appressed golden hairs at least in the lower part; callus 2-3.5 mm long; awn twice bent, 80-110 mm long, 45-60 mm to the first bend; palea about equal to lemma, glabrous. flowers nov.-feb. hnf, hsf, snm, valp. also nsw, acscattered, but locally common in grassland, heathland or eucalyptus pauciflora woodland at altitudes above 1500 m (e g howitt plains, mt buffalo, bogong and dargo high plains). prominent and flowering profusely in first seasons following fires, otherwise flowering is often sparse. ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fire_enhanced_flowering,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tufted perennial, culms erect, to 80 cm high, nodes glabrous or pubescent. Leaves glabrous; sheath purple; blade involute, to 20 cm long and 1 mm diam., pungent at apex; ligule ciliate 0.4-1.5 mm long. Inflorescence a sparse, 8-20-flowered panicle to 20 cm long. Glumes 18-25 mm long, purplish at first, acute, the lower 1-5 mm longer than upper; lemma 11-15 mm long, brown at maturity, granular to minutely scabrous, with appressed golden hairs at least in the lower part; callus 2-3.5 mm long; awn twice bent, 80-110 mm long, 45-60 mm to the first bend; palea about equal to lemma, glabrous. Flowers Nov.-Feb. HNF, HSF, SnM, VAlp. Also NSW, ACT. Scattered, but locally common in grassland, heathland or Eucalyptus pauciflora woodland at altitudes above 1500 m (e.g. Howitt Plains, Mt Buffalo, Bogong and Dargo High Plains). Prominent and flowering profusely in first seasons following fires, otherwise flowering is often sparse."
VIC_flora,Banksia canei,serotinous,opening only after fire;,"spreading, flat-crowned shrub to circa 3 m high; bark smooth, red- to grey-brown; branchlets finally glabrescent. leaves alternate, scattered, linear or narrowly obovate to lanceolate, 2-5(-10) cm long, 5-10 mm wide, discolorous, upper surface dark green, more or less glabrous, lower surface white-tomentose, main veins rusty-pubescent; apex acute or obtuse, mucronate; margins entire or with a few spiny teeth; petiole 2-4 mm long. inflorescence 5-15 cm long, 4-6 cm wide at anthesis. tepals 15-20 mm long, pale yellow, limb often blue-grey at anthesis, hairy, deciduous; style gently curved, deciduous. follicles to circa 150, 12-25 mm long, white-or rusty-tomentose, glabrescent except at base; opening only after fire; body of seed more or less semicircular, circa 7 mm long, wing to circa 16 mm long. flowers nov.-may egu, gipp, hnf, hsf, mont, nis, snm, valp. also nsnaturalised in wscattered sporadically through higher parts (mostly 1000-1500 m) of eastern victoria and sometimes locally plentiful. found mostly on dry, rocky ridges, in open-forest or subalpine mallee scrubs. ;",NA,NA,NA,NA,NA,post_fire_recruitment,direct_from_flora,NA,NA,NA,canopy_seedbank_present,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,serotinous,direct_from_flora,canopy,direct_from_flora,serotinous,direct_from_flora,NA,NA,NA,NA,"Spreading, flat-crowned shrub to c. 3 m high; bark smooth, red- to grey-brown; branchlets finally glabrescent. Leaves alternate, scattered, linear or narrowly obovate to lanceolate, 2-5(-10) cm long, 5-10 mm wide, discolorous, upper surface dark green, more or less glabrous, lower surface white-tomentose, main veins rusty-pubescent; apex acute or obtuse, mucronate; margins entire or with a few spiny teeth; petiole 2-4 mm long. Inflorescence 5-15 cm long, 4-6 cm wide at anthesis. Tepals 15-20 mm long, pale yellow, limb often blue-grey at anthesis, hairy, deciduous; style gently curved, deciduous. Follicles to c. 150, 12-25 mm long, white-or rusty-tomentose, glabrescent except at base; opening only after fire; body of seed more or less semicircular, c. 7 mm long, wing to c. 16 mm long. Flowers Nov.-May EGU, GipP, HNF, HSF, MonT, NIS, SnM, VAlp. Also NSW. Naturalised in WA. Scattered sporadically through higher parts (mostly 1000-1500 m) of eastern Victoria and sometimes locally plentiful. Found mostly on dry, rocky ridges, in open-forest or subalpine mallee scrubs."
