dataset_id,dataset_num,metadata_id,primary_source_id,source_access,compiled_for,data_contributor,contributor_institution_2016,year_collected,primary_data_collector,data_collector_institution_2016,primary_lab_leader_when_collected,primary_lab_leader_institution,data_description,collection_type,sample_age_class,original_file,need_further_checking,notes
dataset_034,34,45,43,"Book: Standard Nomenclature of Forest Plants, Burma, including commercial timbers. Forest Research and Training Circle, Forest Department, Burma.","Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,1974,Anonymous,Forest Department Burma,NA,NA,Wood density data from Burmese Forest department from Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,46,44,"Report: Bolza, E. 1975. Properties and uses from 175 timber species from Papua New Guinea and West Irian. C.S.I.R.O. Division of Building Research Report 34.","Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,1975,Eleanor Bolza ,unknown,NA,NA,Wood density data from CSIRO for Papua New Guinea species from Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,47,45,"Report: Chudnoff, M. 1984. Tropical Timbers of the World. Washington, DC, USDA Forest Service. http://www2.fpl.fs.fed.us/TechSheets/tropicalwood.html.","Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,1984,Martin Chudnoff,US Department of Agriculture,NA,NA,Wood density data for tropical timbers from Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,48,46,URL: http://www.cirad.fr/fr/pg_recherche/ur.php?id=85,"Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,unknown,Anonymous,CIRAD,NA,NA,Wood density data from CIRAD compiled for Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,49,47,"Book: Desch, H.E. 1996. Timber: structure, properties, conversion and use. 7th Edition. Palgrave Macmillan, New York.","Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,1996,Desch,deceased,NA,NA,Wood density data compiled for Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,50,48,"Book: Dimitri, M.J. and Biloni, J.S. 1973. Libro del árbol. Tomo 1. Esencias forestales indígenas de la Argentina de aplicación ornamental. Editorial Celulosa Argentina; S.A. Leonardis R.F.J. 1975. Libro del árbol. Tomo 2. Esencias Forestales indígenas de la Argentina de aplicación industrial. Editorial Celulosa Argentina S. A.","Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,1973,"Dimitri, Biloni",unknown,NA,NA,Wood density data compiled for Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,51,49,ISBN: 1892529157,"Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,2001,James Holder,unknown,NA,NA,Wood density data compiled for Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,52,50,URL: http://www.cabi.org/fc/,"Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,2001,Anonymous,unknown,NA,NA,Wood density data compiled for Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,53,51,ISBN: 0869232940,"Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,1981,"Goldsmith, Carter",unknown,NA,NA,Wood density data compiled for Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
dataset_034,34,54,52,Paper: 10.1163/22941932-90000309,"Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J. 2009. Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235. ",Amy Zanne,George Washington University,2002,Heady,unknown,NA,NA,Wood density data compiled for Global Wood Density Database,field_assumed,adult_assumed,global_WD_database.xls,,
