taxon_name,ParGenTax,ParTribeTax,ParSubfamTax,ParFamTax,ParOrdTax,ParCladeTax,reference,url,pollination,wind_water_animal_pollination,wind_pollination_explicitly_tested,pollination_text,pollination_data_source,syndrome_or_system,confidence_score,pollination_reward,nectar,scent,pollination_reward_text,pollination_reward_data_source,rank_scored_at,entered_by,entry_date
Asparagus officinalis,Asparagus,NA,Asparagoideae,Asparagaceae,Asparagales,Monocotyledoneae,"Kühn, I., Durka, W., & Klotz, S. (2004). BiolFlor: A New Plant-Trait Database as a Tool for Plant Invasion Ecology. Diversity and Distributions, 10(5/6), 363–365.",http://www.jstor.org/stable/3246738,insect,animal,no,"""bees, bumblebees, wasps, bombylides, syrphids…insects the rule…selfing possible…wind possible…entomogamous…insect""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,13/1/2022
Cordyline australis,Cordyline,NA,Lomandroideae,Asparagaceae,Asparagales,Monocotyledoneae,"Kelly, D., Ladley, J. J., Robertson, A. W., Anderson, S. H., Wotton, D. M., & Wiser, S. K. (2010). Mutualisms with the wreckage of an avifauna: The status of bird pollination and fruit- dispersal in New Zealand. New Zealand Journal of Ecology, 34(1), 20.",https://newzealandecology.org/system/files/articles/NZJEcol34_1_66.pdf,insect,animal,no,"""Bird-visited species in the New Zealand flora...Plants are divided into ornithophilous, generalist (bird/insect), or entomophilous (frequently or infrequently bird-visited, largely following Newstrom & Robertson 2005). “Visited” species have definite records of bird visits...Frequently-visited entomophilous (n =13 )...Cordyline australis (d)""",interpreted from the text,system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,NA,NA,NA,NA,NA,species,Ruby Stephens,13/1/2022
Astelia alpina,Astelia,NA,NA,Asteliaceae,Asparagales,Monocotyledoneae,"Pickering, C. M., Jordan, M., & Hill, W. (2003). Sexual dimorphism and sex ratios of two Australian dioecious species of alpine pineapple grass, Astelia alpina var. Novaehollandiae and Astelia psychrocharis (Asteliaceae). Nordic Journal of Botany, 23(2), 225–236. https://doi.org/10.1111/j.1756-1051.2003.tb00385.x",http://onlinelibrary.wiley.com/doi/abs/10.1111/j.1756-1051.2003.tb00385.x,insect,animal,no,"""Further, the diversity, abundance and activity of insect pollinators are often limited in alpine environments (Arroyo et al. 1985; Inouye & Pyke 1988; Pickering 1997; Korner 1999; Stock & Pickering 2002). Therefore, male-male competition for pollinators could also contribute to males in dioecious species having larger floral displays than females (Pickering 2000; Pickering 2001; Pickering & Hill 2002)...Astelia alpina var. novae-hollandiae...The male inflorescence is more protruding (4- 8 cm) than A. psychrocharis, with smaller pale-yellowish green flowers (5-8 mm diameter) (Costin et al. 2000).""",interpreted from the text,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,13/1/2022
Milligania stylosa,Milligania,NA,NA,Asteliaceae,Asparagales,Monocotyledoneae,"Williams, J. B., & Australian Biological Resources Study. (2020). Milligania stylosa. Flora of Australia. https://profiles.ala.org.au/opus/foa/profile/Milligania%20stylosa",https://profiles.ala.org.au/opus/foa/profile/Milligania%20stylosa,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,13/1/2022
Blandfordia cunninghamii,Blandfordia,NA,NA,Blandfordiaceae,Asparagales,Monocotyledoneae,"Clifford, H. T., & Conran, J. G. (1998). Blandfordiaceae. In K. Kubitzki (Ed.), Flowering Plants · Monocotyledons: Lilianae (except Orchidaceae) (pp. 148–150). Springer. https://doi.org/10.1007/978-3-662-03533-7_19",https://doi.org/10.1007/978-3-662-03533-7_19,bird and insect,animal,no,"""POLLINATION. The flowers of most species are visited by honey-eating birds (Meliphagidae), and the flowers of Blandfordia nobilis Sm. are self- incompatible, requiring visits by pollinators to effect pollination (Pyke et al. 1988; Zimmerman and Pyke 1988a,b). Nectar volume and concentration were also found to be highly variable both between plants and within plants from one season to the next (Zimmerman and Pyke 1988a). In con- trast, B. grandiflora R.Br. is highly self-fertile in the Blue Mountains populations, but largely self- incompatible in lowland coastal populations (Ramsey et al. 1993). Flowering in this species is also correlated with soil nutrient conditions within 5 years of a fire, most plants only flowering once or twice during this period (Johnson et al. 1994).""",interpreted from the text,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",nectar,yes,NA,"""Nectar volume and concentration were also found to be highly variable both between plants and within plants from one season to the next""",interpreted from the text,genus,Ruby Stephens,14/1/2022
Blandfordia punicea,Blandfordia,NA,NA,Blandfordiaceae,Asparagales,Monocotyledoneae,"Clifford, H. T., & Conran, J. G. (1998). Blandfordiaceae. In K. Kubitzki (Ed.), Flowering Plants · Monocotyledons: Lilianae (except Orchidaceae) (pp. 148–150). Springer. https://doi.org/10.1007/978-3-662-03533-7_19",https://doi.org/10.1007/978-3-662-03533-7_19,bird and insect,animal,no,"""POLLINATION. The flowers of most species are visited by honey-eating birds (Meliphagidae), and the flowers of Blandfordia nobilis Sm. are self- incompatible, requiring visits by pollinators to effect pollination (Pyke et al. 1988; Zimmerman and Pyke 1988a,b). Nectar volume and concentration were also found to be highly variable both between plants and within plants from one season to the next (Zimmerman and Pyke 1988a). In con- trast, B. grandiflora R.Br. is highly self-fertile in the Blue Mountains populations, but largely self- incompatible in lowland coastal populations (Ramsey et al. 1993). Flowering in this species is also correlated with soil nutrient conditions within 5 years of a fire, most plants only flowering once or twice during this period (Johnson et al. 1994).""",interpreted from the text,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",nectar,yes,NA,"""Nectar volume and concentration were also found to be highly variable both between plants and within plants from one season to the next""",interpreted from the text,genus,Ruby Stephens,14/1/2022
Alania cunninghamii,Alania,NA,NA,Boryaceae,Asparagales,Monocotyledoneae,"Australian Biological Resources Study, Canberra. (2021). Flora of Australia. http://www.ausflora.org.au",https://profiles.ala.org.au/opus/foa/profile/Alania%20endlicheri,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,14/1/2022
Borya septentrionalis,Borya,NA,NA,Boryaceae,Asparagales,Monocotyledoneae,"Australian Biological Resources Study, Canberra. (2021). Flora of Australia. http://www.ausflora.org.au",https://profiles.ala.org.au/opus/foa/profile/Borya%20septentrionalis,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,14/1/2022
Doryanthes excelsa,Doryanthes,NA,NA,Doryanthaceae,Asparagales,Monocotyledoneae,"Newman, I. V. (1929). The life history of Doryanthes excelsa. II. The gametophytes, seed production, chromosome number and general conclusion. Proceedings of the Linnaean Society of New South Wales, 54, 411–435.",https://www.biodiversitylibrary.org/item/109058,bird and insect,animal,no,"""There are no special adaptations to wind pollination. The stigma is small and compact; the heavy pollen clings in masses owing to the presence of the oil drops on the grains…When the perianth segments are expanded, their whitish-pink inner surface shows up brightly against the generally dark colour of the rest of the flower head, and with the nectar in the cup, affords adequate attraction for bird and insect visitors...Bees and flies covered with pollen are found in great numbers on the flower heads. On several occasions the Mutton Bird (Strepera graculina) has been seen drinking the nectar...)",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",NA,NA,NA,NA,NA,species,Ruby Stephens,14/1/2022
Doryanthes palmeri,Doryanthes,NA,NA,Doryanthaceae,Asparagales,Monocotyledoneae,"Clifford, H. T. (1998). Doryanthaceae. In K. Kubitzki (Ed.), Flowering Plants · Monocotyledons: Lilianae (except Orchidaceae) (pp. 236–238). Springer. https://doi.org/10.1007/978-3-662-03533-7_29",https://doi.org/10.1007/978-3-662-03533-7_29,bird and insect,animal,no,"""POLLINATION. The large red flowers produce up to 10ml nectar per day and so atract many birds which act as pollinators. Bees and flies also visit the flowers (Newman 1929).""",interpreted from the text,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",nectar,yes,NA,"""POLLINATION. The large red flowers produce up to 10ml nectar per day""",explicit from the text (described as such),genus,Ruby Stephens,14/1/2022
Molineria capitulata,Molineria,NA,NA,Hypoxidaceae,Asparagales,Monocotyledoneae,"Kocyan, A., & Endress, P. K. (2001). Floral structure and development and systematic aspects of some ‘lower’ Asparagales. Plant Systematics and Evolution, 229(3–4), 187–216. https://doi.org/10.1007/s006060170011",http://link.springer.com/10.1007/s006060170011,insect,animal,no,"""One species, Curculigo capitulata, has Solanum-type flowers with postgenitally united stamens. It is most probably pollinated by buzzing bees...At anthesis the yellow flowers are more or less polysymmetric. They show an elaborate buzz-pollination syndrome. The perianth is curved backward. The short filaments are curved in the shape of an `S' Fig. 1). The long sagittate anthers are basifixed to dorsifixed. The anthers are postgenitally united by epidermal teeth Fig. 4) forming an anther tube Figs. 1, 3). The anthers open by more or less latrorse dehiscence over the entire length of the thecae but, due to the union with the neighbouring anthers, pollen can only be shed on top of the tube through apical pores Fig. 2).""",interpreted from the text,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",NA,NA,NA,NA,NA,species,Ruby Stephens,14/1/2022
Diplarrena latifolia,Diplarrena,Diplarreneae,Iridoideae,Iridaceae,Asparagales,Monocotyledoneae,"Cooke, D.A. (2020) Diplarrena latifolia, in (ed.), Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Diplarrena%20latifolia [Date Accessed: 15 January 2022]",https://profiles.ala.org.au/opus/foa/profile/Diplarrena%20latifolia,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,15/1/2022
Isophysis tasmanica,Isophysis,NA,Isophysidoideae,Iridaceae,Asparagales,Monocotyledoneae,"Cooke, D.A. (2020) Isophysis tasmanica, in (ed.), Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Isophysis%20tasmanica [Date Accessed: 15 January 2022]",https://profiles.ala.org.au/opus/foa/profile/Isophysis%20tasmanica,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,15/1/2022
Cyanella hyacinthoides,Cyanella,NA,NA,Tecophilaeaceae,Asparagales,Monocotyledoneae,"Kemp, J. E., Telles, F. J., & Vallejo-Marin, M. (2021). Reduced visitation to the buzz-pollinated Cyanella hyacinthoides in the presence of other pollen sources in the hyperdiverse Cape Floristic Region (p. 2021.04.17.440253). https://doi.org/10.1101/2021.04.17.440253",https://www.biorxiv.org/content/10.1101/2021.04.17.440253v1,bee,animal,no,"""Our study focuses on buzz-pollinated Cyanella hyacinthoides (Tecophilaeaceae) in the CFR...visitation by bees that can successfully manipulate the buzz-pollinated C. hyacinthoides...We recorded visits from 180 insect morphospecies, of which 66 morphospecies were bees. Only 300 three bee species visited C. hyacinthoides all of which used vibrations to extract pollen from this 301 species.""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",pollen,NA,NA,NA,explicit from the text (described as such),species,Ruby Stephens,17/1/2022
Dioscorea alata,Dioscorea,NA,NA,Dioscoreaceae,Dioscoreales,Monocotyledoneae,"Abraham, K., & Gopinathan Nair, P. (1990). Floral biology and artificial pollination in Dioscorea alata L. Euphytica, 48(1), 45–51. https://doi.org/10.1007/BF00028959",https://doi.org/10.1007/BF00028959,insect,animal,no,"""It is recorded as a sexually sterile species which is vegetatively propagated...Among the cultivars of D. alata, scarcity or absence of flowering is a common feature. In addition, non- synchronisation of male and female phasesin this dioecious speciesis another hindrance to pollination. Nevertheless, overcoming all the barriers, sexual seedlings have been recently produced in it...Natural pollination. Among the 20 female clones observed for natural pollination only three showed fruit set (0 .2-3 .0%) .The females were growing in close proximity with the males. No insects other than thrips were found to visit the flowers. However there was no fruit set when male and female plants were not adjacent. Microscopic examination of such females revealed hardly any pollen on the stigmatic surfaces...The strong scent of the flowers on anthesis and the stickiness of pollen may be considered as adaptations for insect pollination in D. alata. Only thrips are found visiting the flowers which are not efficient pollinators as judged by the meagre fruit set under natural conditions even when male and female plants were in close proximity. Thus the absence of efficient insect pollinators contributes to the low natural seed set in D. alata even when sexually compatible male and female plants flower simultaneously.""",explicit from the text (described as such),syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",NA,NA,yes,"""Both male and female flowers emit a strong scent on anthesis""",explicit from the text (described as such),species,Ruby Stephens,18/1/2022
Tacca leontopetaloides,Tacca,NA,NA,Taccaceae,Dioscoreales,Monocotyledoneae,"Chua, K. S., Borkent, A., & Wong, S. Y. (2020). Floral biology and pollination strategy of seven Tacca species (Taccaceae). Nordic Journal of Botany, 38(2). https://doi.org/10.1111/njb.02594",http://onlinelibrary.wiley.com/doi/abs/10.1111/njb.02594,fly,animal,no,"""Among the observed floral visitors, only the female biting midges (Ceratopogonidae: Culicoides hinnoi, Supplementary material Appendix 3F and Forcipomyia (Lasiohelea) spp., Fig. 5A–C, Supplementary material Appendix 3D, E, G, Video A1) are potential pollinators as they are sufficiently small (ca 1mm length×0.3mm width) to enter the floral chamber. The biting midges were observed to enter and leave the floral chamber with pollen grains on their thoraces...the highest number of biting midges recorded at one time was in the inflorescence of T. leontopetaloides, ca 20 midges...All Tacca species we observed were pollinated by female biting midges (Ceratopogonidae)",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",NA,NA,yes,"""faint unpleasant smell from...T. leontopetaloides""",explicit from the text (described as such),species,Ruby Stephens,18/1/2022
Alstroemeria aurea,Alstroemeria,Alstroemerieae,NA,Alstroemeriaceae,Liliales,Monocotyledoneae,"Aizen, M. A., & Raffaele, E. (1996). Nectar Production and Pollination in Alstroemeria aurea: Responses to Level and Pattern of Flowering Shoot Defoliation. Oikos, 76(2), 312–322. https://doi.org/10.2307/3546203",http://www.jstor.org/stable/3546203,insect,animal,no,"""Although A. aurea is self-compatible, the characteristics of its floral biology discourages any transfer of pollen within- or among-flowers of the same inflorescences: pollination is completely mediated by insect vectors. Major pollinators are Bombus dahlbomii (Apidae: Hy- menoptera) and Tricophtalma spp. (Nemestrinidae: Diptera) which forage actively for nectar but not for pollen""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,nectar,yes,NA,"""Flowers are zygomorphic with nectar being produced at the base of the two inner, upper tepals which are streaked with reddish nectar guides...Major pollinators are Bombus dahlbomii (Apidae: Hy- menoptera) and Tricophtalma spp. (Nemestrinidae: Diptera) which forage actively for nectar but not for pollen""",explicit from the text (described as such),species,Ruby Stephens,18/1/2022
Campynema lineare,Campynema,NA,NA,Campynemataceae,Liliales,Monocotyledoneae,iNaturalist. (2022). Campynema lineare. iNaturalist. https://www.inaturalist.org/taxa/323430-Campynema-lineare,https://www.inaturalist.org/taxa/323430-Campynema-lineare,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,18/1/2022
Corsia dispar,Corsia,NA,NA,Corsiaceae,Liliales,Monocotyledoneae,"Australian Biological Resources Study, Canberra. (2021). Flora of Australia. http://www.ausflora.org.au",https://profiles.ala.org.au/opus/foa/profile/Corsia%20dispar,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,18/1/2022
Petermannia cirrosa,Petermannia,NA,NA,Petermanniaceae,Liliales,Monocotyledoneae,"Conran, J. G., & Clifford, H. T. (1998). Petermanniaceae. In K. Kubitzki (Ed.), Flowering Plants · Monocotyledons: Lilianae (except Orchidaceae) (pp. 406–408). Springer. https://doi.org/10.1007/978-3-662-03533-7_49",https://doi.org/10.1007/978-3-662-03533-7_49,insect,animal,no,"""The flowers are visited, and there- by possibly pollinated, by hoverflies (Diptera: Syrphidae).""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,NA,NA,NA,NA,NA,species,Ruby Stephens,18/1/2022
Ripogonum elseyanum,Ripogonum,NA,NA,Ripogonaceae,Liliales,Monocotyledoneae,"J.G.Conran, H.T.Clifford (2020) Ripogonum elseyanum, in (ed.), Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Ripogonum%20elseyanum [Date Accessed: 19 January 2022]",https://profiles.ala.org.au/opus/foa/profile/Ripogonum%20elseyanum,insect,animal,no,"""Flowers numerous, 10-15 mm diam., white to pale cream. Sepals 5-7 mm long, 3 mm wide. Petals 6-8 mm long, 3-4 mm wide. Stamens 5-6 mm long; filaments 1-2 mm long; anthers 4-5 mm long.""",interpreted from the text,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,19/1/2022
Pandanus tectorius,Pandanus,NA,NA,Pandanaceae,Pandanales,Monocotyledoneae,"Cox, P. A. (1990). Pollination and the Evolution of Breeding Systems in Pandanaceae. Annals of the Missouri Botanical Garden, 77(4), 816–840. https://doi.org/10.2307/2399673",http://www.jstor.org/stable/2399673,wind and insect,wind&animal,yes,"""Pandanus tectorius sensu latissumo in Hawaii and French Polynesia (Cox, 1985). Although insects (e.g., bees) are frequent visitors to staminate inflorescences where they gather pollen, they seldom visit pistillate inflorescences. Neither type of inflorescence produces nectar or any pollinator reward other than pollen... The copious pollen produced by the pendulous, paniculate staminate inflorescences (Fig. 16b) is devoid of a pollenkitt and blows easily in the wind...To test for wind pollination, flow patterns around pistillate inflorescences were examined with a laboratory wind tunnel using the techniques of Niklas (1982), and in the field using a portable smoke-injection apparatus (Cox, 1985)...piral patterns in the xy and xz planes indicated that pistillate Pandanus tectorius inflorescences function as highly efficient pollen receivers, being hydrodynamically analogous to some filter-feeding marine invertebrates. This anemophilous nature of P. tectorius, together with its system of facultative apomixis, was confirmed through bagging studies.""",explicit from the text (described as such),system,"6 - Pollination system, wind pollination explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators tested",pollen,no,NA,"""Neither type of inflorescence produces nectar or any pollinator reward other than pollen.""",NA,species,Ruby Stephens,19/1/2022
Geranium sanguineum,Geranium,NA,NA,Geraniaceae,Geraniales,Rosidae,"Philipp, M., & Hansen, T. (2000). The influence of plant and corolla size on pollen deposition and seed set in Geranium sanguineum (Geraniaceae). Nordic Journal of Botany, 20(2), 129–140. https://doi.org/10.1111/j.1756-1051.2000.tb01556.x",http://onlinelibrary.wiley.com/doi/abs/10.1111/j.1756-1051.2000.tb01556.x,insect,animal,no,"""On average, a Geranium sanguineum flower received 2.0 ( S- = 0.2, n = 41) visits during 15 minutes...Of these, approximately 65% were by bumble bees (mostly B. terrestris). The other visitors included solitary bees, syrphids and flies.""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar and pollen,yes,NA,"""In G. sanguineum, no nectar could be found in flowers, not even in bagged flowers. In open pollinated flowers of G. sanguineum, the lack of nectar can be explained by frequent visitation by bumble bees. In bagged flowers, the lack is probably due to quick evaporation in warm, dry weather. Even though pollinators seem to be seeking nectar when visiting flowers, they also collect pollen.""",explicit from the text (described as such),species,Ruby Stephens,2/2/2022
Terminalia catappa,Terminalia,NA,NA,Combretaceae,Myrtales,Rosidae,"Gorman, J., Markones, H., Lawes, M. J., Gorman, J., Markones, H., & Lawes, M. J. (2020). Understanding the reproductive biology of Terminalia ferdinandiana for improved fruit yields. Australian Journal of Botany, 67(8), 630–637. https://doi.org/10.1071/BT19127",https://www.publish.csiro.au/bt/BT19127,insect,animal,no,"""Insects are important pollinators and research on Terminalia species suggest the genus is entomophilous (Solomon Raju et al. 2012. To determine their role in T. ferdinandiana flowering synchronicity and fruiting success, we observed insect pollinator activity in relation to the timing and synchronicity of T. ferdinandiana flowering. We recorded the insect species that visited flowers and the movement among flowers on a raceme and between racemes on the same and different trees. An attempt was made to measure the nectar reward offered by flowers using glass microcapillary tubes...Although the flowers are fragrant, a nectar reward was not detected using a micropipette. Any reward is likely to be in extremely small amounts, most likely to attract correspondingly small pollinators...The most common pollinators were black flies (Order Diptera, Family Milichiidae, species unknown)...The only insect pollinator that visited several trees within the 10-min observation period was the native stingless bee, Trigona melipes""",interpreted from the text,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,genus,Ruby Stephens,17/2/2022
Punica granatum,Punica,NA,NA,Lythraceae,Myrtales,Rosidae,"Kumari, A., Dora, J., & Kumar, A. (2012). Pomegranate (Punica granatum)—Overview. International Journal of Pharmaceutical and Chemical Sciences, 1, 1218–1222.",https://www.researchgate.net/publication/284914411_Pomegranate_Punica_granatum_-_Overview,insect,animal,no,"""The pomegranate is self-pollinated as well as cross-pollinated by insects. Cross- pollination increases the fruit set. Wind pollination is insignificant""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,NA,NA,NA,NA,NA,species,Ruby Stephens,17/2/2022
Pternandra coerulescens,Pternandra,NA,NA,Melastomataceae,Myrtales,Rosidae,Kew Science. (2022). Pternandra coerulescens Jack. Plants of the World Online. https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:85163-3,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:85163-3,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,17/2/2022
Lophostemon confertus,Lophostemon,NA,Myrtoideae,Myrtaceae,Myrtales,Rosidae,"Western Australian Herbarium (1998–). Florabase—the Western Australian Flora. Department of Biodiversity, Conservation and Attractions. https://florabase.dpaw.wa.gov.au/ (Accessed 17 Feb 2022). ; Kew Science. (2022). Lophostemon confertus. Plants of the World Online. https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:910845-1",https://florabase.dpaw.wa.gov.au/browse/profile/22879 ; https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:910845-1,mammal and insect and bird,animal,no,"""Entomophilous, or ornithophilous."" ; ""Flowers scented, in few-flowered axillary cymes...Calyx long white-hairy; lobes narrow and acute...Petals white...Stamens in 5 bundles with linear claws as long as petals.""",explicit from the text (described as such),syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",NA,NA,yes,"""Flowers scented""",explicit from the text (described as such),species,Ruby Stephens,17/2/2022
Myrtus communis,Myrtus,NA,Myrtoideae,Myrtaceae,Myrtales,Rosidae,"González-Varo, J. P., Arroyo, J., & Aparicio, A. (2009). Effects of fragmentation on pollinator assemblage, pollen limitation and seed production of Mediterranean myrtle (Myrtus communis). Biological Conservation, 142(5), 1058–1065. https://doi.org/10.1016/j.biocon.2009.01.017",https://linkinghub.elsevier.com/retrieve/pii/S0006320709000524,insect,animal,no,"""Mediterranean myrtle (Myrtus communis L., Myrtaceae), an insect-pollinated shrub…A total of 520 insects belonging to at least 26 taxa, including unidentified bees and flies, were observed visiting myrtle flowers...Bees (Hymenoptera: Apoi- dea) accounted for 74–93% of visits in each patch, and the remain- ing were flies (Diptera)""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",NA,NA,NA,NA,NA,species,Ruby Stephens,2/2/2022
Ludwigia adscendens,Ludwigia,NA,Jussiaeoideae,Onagraceae,Myrtales,Rosidae,"Estes, J. R., & Thorp, R. W. (1974). Pollination in Ludwigia peploides ssp. Glabrescens (Onagraceae). Bulletin of the Torrey Botanical Club, 101(5), 272–276. https://doi.org/10.2307/2484872",http://www.jstor.org/stable/2484872,insect,animal,no,"""The flowers are large and showy and each produces copious quantities of nectar and pollen....Three classes of pollen collectors among the bees are based on their foraging positions: I. Bees which sit atop the stigma to collect both pollen and nectar. II. Bees which land on the anthers to collect pollen, but cross the stigma moving from anther to anther... Classes I and II may effect either cross- or self-pollination. Skippers and syrphids are ineffectual pollen vectors. Both the flowers and insects are generalists...The pollen and nectar are abundant and easily acces- sible to foragers in the open flower. The flowers are visited by a wide range of non- specialist visitors""",interpreted from the text,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",nectar and pollen,yes,NA,"""The flowers are large and showy and each produces copious quantities of nectar and pollen....Three classes of pollen collectors among the bees are based on their foraging positions: I. Bees which sit atop the stigma to collect both pollen and nectar. II. Bees which land on the anthers to collect pollen, but cross the stigma moving from anther to anther... Classes I and II may effect either cross- or self-pollination. Skippers and syrphids are ineffectual pollen vectors. Both the flowers and insects are generalists...The pollen and nectar are abundant and easily accessible to foragers in the open flower. The flowers are visited by a wide range of non- specialist visitors""",explicit from the text (described as such),genus,Ruby Stephens,17/2/2022
Streptothamnus moorei,Streptothamnus,NA,NA,Berberidopsidaceae,Berberidopsidales,Superasteridae,"Veldkamp, J. F. (1984). Berberidopsis (Flacourtuaceae) in Australia. Blumea: Biodiversity, Evolution and Biogeography of Plants, 30(1), 21–29.",https://repository.naturalis.nl/pub/525578/BLUM1984030001004.pdf,animal,animal,no,"""Streptothamnus moorei F.v.M…Calyx-lobes (4—)5(—6), broadly elliptic, fleshy, margin ciliolate, the outer smallest, the inner up to 2.5 by 3.25 mm, obtuse. Petals (4-)5(-7), slightly unequal, the outer largest,± elliptic, 8—9 by 4.75—7mm, broadly sessile, rather thick, margin ciliolate, obtuse. Filaments up to 4mm long...Pistil flask-shaped,up to 6mm long...Flowers very fragrant. Petals pale pink to cream""",interpreted from the text,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",NA,NA,yes,"""Flowers very fragrant.""",explicit from the text (described as such),species,Ruby Stephens,18/3/2022
