site.id,species,biological.rep,replicate_individuals,epidermis_Ca,hypodermis_Ca,internal_parenchyma_Ca,palisade_mesophyll_Ca,sclerenchyma_Ca,spongy_mesophyll_Ca,epidermis_P,hypodermis_P,internal_parenchyma_P,palisade_mesophyll_P,sclerenchyma_P,spongy_mesophyll_P,epidermis_counts,hypodermis_counts,internal_parenchyma_counts,palisade_mesophyll_counts,sclerenchyma_counts,spongy_mesophyll_counts,K_%,P_mg.kg,Ca_%,Mg_%,Na_%,S_%,Cu_mg.kg,Fe_mg.kg,Mn_mg.kg,latitude (deg),longitude (deg),Zn_mg.kg_numeric,Al_mg.kg_numeric
M.Lesueur,Persoonia comata,1,Persoonia comata_1,6.930583277777778,NA,107.3893878925,12.328284607058823,10.534486582222222,NA,1.076310408,NA,1.749004413,9.116982279588235,1.076310408,NA,9,NA,24,17,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M.Lesueur,Persoonia comata,2,Persoonia comata_2,9.564204923333333,NA,220.32857362538462,6.986027944,28.69261477,NA,1.8835432140000001,NA,2.4837932492307693,10.33257991668,0,NA,12,NA,26,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M.Lesueur,Persoonia comata,3,Persoonia comata_3,3.7425149699999998,NA,36.427145708,5.373867649230769,NA,NA,0,NA,3.228931224,5.464345148461539,NA,NA,4,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N.Lesueur,Banksia prionotes,1,Banksia prionotes_1,5.821689953333333,4.158349966666666,NA,13.72255489,14.138389886666667,205.888223544,3.2289312238,2.5831449794,NA,17.436228608,1.614465612,9.04100742764,15,15,NA,10,6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N.Lesueur,Banksia prionotes,2,Banksia prionotes_2,4.574184963333333,3.0820711517647057,NA,11.22754491,23.009536482222224,281.93612773545453,3.22893122375,1.899371308235294,NA,13.7229577030625,1.79385068,8.80617606559091,12,17,NA,16,9,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N.Lesueur,Banksia prionotes,3,Banksia prionotes_3,5.216839049090909,4.54972408117647,NA,12.890884896666666,19.960079840000002,345.76679972,3.522470426090909,3.7987426163529414,NA,19.552972411722223,1.2915724896,6.726940049416667,11,17,NA,18,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.Line,Banksia attenuata,1,Banksia attenuata_1,17.656993704615385,5.738522954,NA,16.752209865714285,21.90064315777778,249.4050360776923,2.4837932491538464,1.2915724896,NA,11.301259285214286,2.511390952,5.091776161384615,13,10,NA,14,9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.Line,Banksia attenuata,2,Banksia attenuata_2,11.310711909333333,4.99001996,NA,13.394264103157894,19.405633177777776,128.1365839707143,2.3678828975333333,2.7676553347857142,NA,16.824431113526316,0.717540272,11.185940312392857,15,14,NA,19,9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.Line,Banksia attenuata,3,Banksia attenuata_3,10.229540918,6.653359946666667,NA,14.376009884761904,25.698602794,443.3238785578947,4.1976105912,5.112474438666667,NA,21.83372541904762,2.9060381016,12.745781147157896,10,12,NA,21,10,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.Line,Banksia menziesii,1,Banksia menziesii_1,NA,107.49334663583333,NA,21.956087824,NA,195.23453093333333,NA,2.9598536219583336,NA,15.498869876,NA,8.072328060666667,NA,24,NA,5,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.Line,Banksia menziesii,2,Banksia menziesii_2,7.984031936,312.2326775022857,NA,16.633399866666668,34.51430472333333,357.4794854561111,2.7984070607333336,2.2141242678857145,NA,13.992035305166667,2.69077602,6.368169914083333,15,35,NA,12,6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.Line,Banksia menziesii,3,Banksia menziesii_3,19.96007984,75.08239335581395,NA,16.69737448153846,24.534264803333333,139.16611221444444,4.5205037134,2.628199833395349,NA,14.157621521307693,1.614465612,11.839414487833334,10,43,NA,13,12,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.Line,Hakea incrassata,1,Hakea incrassata_1,145.73793588235293,NA,32.70486054864865,17.672987358333334,34.72222222166667,NA,5.128302532117647,NA,3.4034680469729732,12.377569693166667,2.69077602,NA,17,NA,37,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.Line,Hakea incrassata,2,Hakea incrassata_2,30.688622754,NA,7.669845494074074,10.978043912,16.330974414545455,NA,3.8747174689,NA,1.793850679962963,11.3012592849,1.7612352130909092,NA,20,NA,27,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.Line,Hakea incrassata,3,Hakea incrassata_3,38.173652694,NA,3.2078699742857144,13.583943224444445,12.974051896,NA,3.5518243467,NA,1.614465612,12.198184624222222,3.8747174688,NA,10,NA,14,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.Line,Hakea prostrata,1,Hakea prostrata_1,10.514684915714286,NA,14.637391882666666,9.481037924,15.326489877142857,NA,4.151483002071429,NA,4.305241632133334,6.457862448,3.228931224,NA,14,NA,15,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.Line,Hakea prostrata,2,Hakea prostrata_2,7.663244938571428,NA,5.863273453,1.9603649842857143,18.851186515555554,NA,4.843396835785715,NA,3.7132709075,8.072328060428571,2.511390952,NA,14,NA,20,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.Line,Hakea prostrata,3,Hakea prostrata_3,5.322687957333334,NA,17.011431681818184,13.208876364705882,13.972055888,NA,3.0136691422666666,NA,4.696627235090909,7.597485232882353,3.8747174688,NA,15,NA,22,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.Line,Petrophile macrostachya,1,Petrophile macrostachya_1,33.11558700727273,NA,182.8950794,NA,NA,NA,4.109548830818182,NA,2.5269896535217393,NA,NA,NA,11,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.Line,Petrophile macrostachya,2,Petrophile macrostachya_2,11.555835696842106,NA,95.99222606736842,12.905224034482758,14.970059879999999,NA,4.75842496168421,NA,3.2289312236842105,9.686793671724137,1.614465612,NA,19,NA,19,29,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.Line,Petrophile macrostachya,3,Petrophile macrostachya_3,12.225548902,NA,66.57140264727273,17.90536573882353,NA,NA,4.197610591,NA,2.0547744152727274,11.77610211164706,NA,NA,10,NA,22,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.Line,Banksia attenuata,1,BA.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,258,0.69,0.16,0.14,0.11,2.3,99,100,-30.1579,115.1159667,6,210
P.Line,Banksia attenuata,2,BA.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,324,0.67,0.17,0.1,0.12,1.4,100,130,-30.1579,115.1159667,5.4,220
P.Line,Banksia attenuata,3,BA.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,329,0.63,0.14,0.15,0.12,1.7,97,150,-30.1579,115.1159667,6.4,210
P.Line,Banksia menziesii,1,BM.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,318,0.83,0.29,0.12,0.17,2.6,100,230,-30.1579,115.1159667,5.1,260
P.Line,Banksia menziesii,2,BM.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,339,0.66,0.2,0.1,0.19,1.5,76,150,-30.1579,115.1159667,4.7,160
P.Line,Banksia menziesii,3,BM.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,257,0.52,0.17,0.13,0.17,3.8,88,110,-30.1579,115.1159667,4.9,200
N.Lesueur,Banksia prionotes,1,BP.A.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,354,0.35,0.13,0.3,0.13,3.4,68,120,-30.1368667,115.1059333,3.5,130
N.Lesueur,Banksia prionotes,2,BP.A.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,372,0.41,0.12,0.19,0.14,2.5,110,140,-30.1368667,115.1059333,3,150
N.Lesueur,Banksia prionotes,3,BP.A.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,489,0.6,0.25,0.11,0.16,2.1,84,250,-30.1368667,115.1059333,3.1,550
P.Line,Hakea flabellifolia,1,HF.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,220,0.39,0.13,0.13,0.12,1,25,5.7,-30.1579,115.1159667,2.7,25
P.Line,Hakea flabellifolia,2,HF.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,240,0.42,0.09,0.27,0.16,0.8,9,2.4,-30.1579,115.1159667,1,77
P.Line,Hakea flabellifolia,3,HF.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,237,0.36,0.15,0.35,0.14,0.8,24,6.3,-30.1579,115.1159667,1,20
P.Line,Hakea incrassata,1,HI.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,335,0.22,0.08,0.2,0.06,1.1,16,4.5,-30.1579,115.1159667,1.8,20
P.Line,Hakea incrassata,2,HI.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,316,0.12,0.05,0.23,0.06,0.9,14,4.4,-30.1579,115.1159667,1.9,20
P.Line,Hakea incrassata,3,HI.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,271,0.67,0.12,0.24,0.19,0.6,100,8.4,-30.1579,115.1159667,3.4,36
P.Line,Hakea prostrata,1,HP.A.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,400,0.2,0.11,0.27,0.13,0.6,17,33,-30.1579,115.1159667,3.7,20
P.Line,Hakea prostrata,2,HP.A.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,313,0.36,0.09,0.14,0.13,1,22,28,-30.1579,115.1159667,6.9,20
P.Line,Hakea prostrata,3,HP.A.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,318,0.22,0.09,0.25,0.11,6.2,18,38,-30.1579,115.1159667,5.6,20
M.Lesueur,Persoonia comata,1,PC.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,319,0.33,0.06,0.1,0.07,1.2,59,28,-30.1664333,115.201,5,95
M.Lesueur,Persoonia comata,2,PC.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,321,0.42,0.23,0.07,0.08,0.2,67,12,-30.1664333,115.201,10,130
M.Lesueur,Persoonia comata,3,PC.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,232,0.6,0.17,0.13,0.08,1,43,13,-30.1664333,115.201,5.9,67
P.Line,Petrophile macrostachya,1,PM.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,273,0.53,0.14,0.16,0.09,1.2,41,4.2,-30.1579,115.1159667,2.5,49
P.Line,Petrophile macrostachya,2,PM.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,387,0.73,0.11,0.02,0.08,1,32,6.6,-30.1579,115.1159667,1.4,760
P.Line,Petrophile macrostachya,3,PM.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,390,0.54,0.07,0.06,0.09,0.8,37,4.2,-30.1579,115.1159667,2.9,57
