species,Leaf_Area,Plant_Height,leaf_mass_per_area,ldmc,root_density,root_branching_intensity,specific_root_length,RDMC,root_air_porosity
Banksia ericifolia,0.21384999999999998,102.65,0.023203948574219573,0.460626121038933,0.25384076010237877,1.1293931396953192,1716.9198626835253,0.23739968504484124,-3409.000424001857
Banksia oblongifolia,11.321826086956522,72.91304347826087,0.020782098354866125,0.5018956571760386,0.3039480937345469,1.0124379617139403,1588.130626257959,0.2765862674518868,1.7627669584999999
Banksia serrata,13.153,132.5,0.013958781341923571,0.5650508569790166,0.31870629417170704,1.2015671922748024,2941.945185982072,0.3083095892688579,11.41402788025
Caustis pentandra,1.2785833333333334,63.416666666666664,0.03668233238617439,0.7117787301179626,0.43331073979689544,1.58041460515296,6098.909323819147,0.389734026121478,3.8137592794
Cyathochaeta diandra,5.891444444444445,41.833333333333336,0.030898205970821054,0.4938168267529445,0.24909936850561795,1.0207478008627158,2323.7255037502982,0.2657066984201116,-764.8120174409688
Empodisma minus,2.2762142857142855,31.5,0.024479640956099672,0.4864681505762386,0.22357728089570392,1.3608291675763473,2842.0319955754453,0.2306106309089244,3.471221174368421
Entolasia stricta,0.7501860465116279,27.651162790697676,0.010948123677498764,0.4214047972067385,0.19935802419532705,1.426713853636923,4097.1738224969295,0.19660912380289555,-1345.9895196812502
Eurychorda complanata,6.728083333333333,40.916666666666664,0.02835367339452094,0.396153703855805,0.13580395439711201,1.2529993129048855,2034.9569318453352,0.17787859004047307,14.58747853825
Gonocarpus micranthus,0.2844583333333333,2.816666666666667,0.006704149340963327,0.3360233475916928,0.1232525750754809,0.8249217221948768,6106.907814717056,0.137603545140115,4.306466862333333
Gonocarpus tetragynus,0.418969696969697,15.363636363636363,0.00742271629764918,0.2685856664852253,0.2530779789258346,0.9747744538356609,3296.629338937225,0.2732062750197367,-14915.759508507635
Haemodorum corymbosum,5.777,27.5,0.023405256737732784,0.3976101721378664,0.20520588502073733,1.9176932210838307,1388.330677332082,0.18184901976627052,-4.38718034825
Haemodorum planifolium,14.71225,48.25,0.03634736376275828,0.2619061472685226,0.3962093395354861,1.2266413101662519,1583.2565101897808,0.3570701272477978,2.0410249038
Hypoleana fastigata,1.6303,28.4,0.04332666796587622,1.1663137953855403,0.2564318205993149,2.200760018570115,2742.290054979135,0.37656277637610086,16.93465663883333
Lepidosperma concavum,4.9599166666666665,23.25,0.020078328660473144,0.6947982336206862,0.30644832760539414,0.9402432511730341,1558.8587477149397,0.37589926754349356,7.0720508725
Lepidosperma neesii,6.381125,52.291666666666664,0.03497826263133897,0.5784173260573386,0.24033009086406762,1.2957776985632043,2118.712486865868,0.3088182068519079,12.620415134249999
Leptocarpus tenax,5.461806451612904,41.32258064516129,0.035793320898337574,0.49085805663124177,0.1607030803641169,2.1588628176966553,3886.653425786358,0.26173234281724395,18.860671891892856
Leptospermum squarrosum,0.18356666666666666,69.1,0.011015128610941713,0.4171580319461403,0.20117409276869064,1.307790901549258,4540.164785443575,0.21060855777000656,2.4611706228333334
Lepyrodia scariosa,5.599138888888889,36.52777777777778,0.03445314050152132,0.46918130120734763,0.1536305752558432,1.5027963660494024,4674.591507450833,0.2003250727544205,-1438.4850751902502
Lomandra obliqua,0.24183333333333334,13.666666666666666,0.011523189918599413,0.5516491245476636,0.40723422357710515,0.7775384238291743,2960.2927347712825,0.4011634473933741,0.5734256119374999
Plinthanthesis paradoxa,1.3326666666666667,16.333333333333332,0.010614767106630379,0.4470253741407769,0.14113317301782508,1.029722816487086,3829.2613194552478,0.15126713342298634,5.797333975217391
Ptilothrix deusta,2.6103714285714283,35.08571428571429,0.025835614129719343,0.6078760361700883,0.30911958768638925,1.260277754887012,2181.6079028294603,0.34895067369382854,12.084718160923076
Xyris bracteata,4.3925833333333335,16.041666666666668,0.010767450993667063,0.3110621287653994,0.14830189901847995,0.3708817539619575,1138.5254728780574,0.16510548997794253,8.865898774285714
